;C_p_res_sim (J/mol/K);Vol_sim (mL/mol);dC_p_res_sim (J/mol/K);dVol_sim (mL/mol);eps_val;rmin_half_val
0;59.85540886173073;109.8053036803058;3.083138455442603;0.038889080312862076;0.1058;1.9140000000000001
1;55.68943385423765;109.808727335881;3.027430992077121;0.03500170457186424;0.1157;1.9169999999999998
2;54.557669647794484;107.84478475209814;2.338751025931566;0.031201730095378192;0.111;1.9140000000000001
3;52.53983152265835;108.11003946772024;2.7725183145729706;0.03415612608420919;0.11415;1.8905
4;51.94589946187667;106.86706997147688;2.138763906738731;0.02452389290445194;0.10400000000000001;1.923
5;53.13251066436545;108.97882448306225;2.1495030511056292;0.02960131858280421;0.1157;1.894
6;53.5523828769122;109.76194437142955;2.2013080866265766;0.030937582576050473;0.1076;1.911
7;56.94617576835231;109.58549575038654;1.9390002140861555;0.026135553069252207;0.1076;1.9045
8;57.971439851008135;108.81213403376184;2.579530748495376;0.029441197531819695;0.1076;1.901
9;57.51155440387081;108.45742060930864;2.568098918993035;0.03103239411021152;0.11415;1.8975
10;57.96212781873782;109.20871131506883;2.7137685400848546;0.037054997203815616;0.104;1.923
11;55.17193859522351;108.66280114582695;2.245762445981751;0.028870469022399207;0.1126;1.8905
12;55.04224030705727;107.57210264049758;2.2137942353143263;0.026485768759206045;0.1157;1.911
13;56.96723183872796;108.14000407805376;2.5965013413346485;0.0319647709133292;0.1094;1.914
14;51.03222000547996;106.59510354213158;2.5513099415086993;0.030585490795534624;0.1126;1.923
15;53.48646635976688;107.32524997188025;2.305238773806438;0.024732150353657386;0.1126;1.92
16;52.60955806877171;107.16694473981812;3.109271366820337;0.037102956802529036;0.1094;1.908
17;56.90496432074694;109.87686301237915;2.467010014249984;0.0313818251610299;0.1126;1.914
18;54.66563941912211;107.56461559121311;2.118218231438573;0.02697322922932219;0.111;1.894
