;C_p_res_sim (J/mol/K);Vol_sim (mL/mol);dC_p_res_sim (J/mol/K);dVol_sim (mL/mol);eps_val;rmin_half_val
0;54.74915315563394;108.16965192503069;2.6475406692690853;0.03194533814549047;0.1058;1.9140000000000001
1;56.98238561754721;109.85619897620934;2.4826981106554675;0.031552336620473714;0.1157;1.9169999999999998
2;50.50597521806832;106.60334801291184;2.4866107409446787;0.03048911465887787;0.111;1.9140000000000001
3;53.5531618318913;109.57132503374378;1.975862867235613;0.025997851763332334;0.11415;1.8905
4;54.53891549124741;108.64743823254953;2.44254994663504;0.02977200056393318;0.10400000000000001;1.923
5;54.10732275618701;108.47873587981645;2.351642107828648;0.03016099829410747;0.1157;1.894
6;54.755462756270525;109.80088590159666;2.9894775973376158;0.03527034882357195;0.1076;1.911
7;54.704665989070406;109.00060962226948;2.2652713441472527;0.029943599717803256;0.1076;1.9045
8;55.75731779144707;107.20231728911747;3.1169263904579427;0.035965111211315;0.1076;1.901
9;54.38324047057084;107.35125381713398;2.247543043466366;0.025452550849740435;0.11415;1.8975
10;56.10815601184864;109.78556877995906;2.233711923171757;0.029769921972781728;0.104;1.923
11;60.316496887911846;108.79093788923569;2.430589676387088;0.029770939289364445;0.1126;1.8905
12;59.33274835651065;109.22231297582368;2.6304128612101687;0.03486797077592834;0.1157;1.911
13;58.666883461098514;109.78266617775145;3.1001047409602256;0.03870313210918363;0.1094;1.914
14;52.52378393404792;107.83697749443895;2.177001987405504;0.030999798112627673;0.1126;1.923
15;54.13467126910729;107.57754386896146;2.2297733498108525;0.025263905090620733;0.1126;1.92
16;53.64022252536996;108.11596045032815;2.696789234380162;0.032804689048007034;0.1094;1.908
17;52.534555331288544;106.86866110087774;2.1512399544581187;0.023969336695295825;0.1126;1.914
18;55.830943985010705;107.59864190996214;2.3135070259152046;0.027764570390844706;0.111;1.894
