;E_bulk_sim (kJ/mol);E_vac_sim (kJ/mol);Hvap_sim (kJ/mol);Vol_sim (mL/mol);[#6X4:1]_eps_val;[#6X4:1]_rmin_half_val;[1:1]-[#6X4]_eps_val;[1:1]-[#6X4]_rmin_half_val;dE_bulk_sim (kJ/mol);dE_vac_sim (kJ/mol);dHvap_sim (kJ/mol);dVol_sim (mL/mol)
0;12939.78138239628;84.8648195854113;35.56549661691122;110.51919717775034;0.10666500000000001;1.89846;0.015307499999999996;1.4869999999999999;7.639895942565991;0.2994824662859887;0.3010375986285703;0.038481715513060476
1;12669.024571158405;85.05914299731427;36.843002931409174;108.97803239083193;0.1094;1.9080000000000001;0.0157;1.4869999999999999;6.922801527757553;0.2615957618812633;0.2630573046672763;0.02918699882417551
2;12618.219055982585;85.00715954897603;36.99419772598601;109.41187187802213;0.10666500000000001;1.89846;0.016092499999999996;1.479565;5.6282016491955265;0.2876934091275609;0.288572909545608;0.026779170655513333
3;12854.310300861063;85.20700189659215;36.24964466578838;109.71314217336607;0.1094;1.9080000000000001;0.0157;1.494435;6.931203144856418;0.28231444958367263;0.28367254658509866;0.030961236337620143
4;12868.870053445467;84.81640956975386;35.80079742084199;109.87064485149908;0.10666500000000001;1.9080000000000001;0.0157;1.4869999999999999;6.704239582051884;0.2968087172509093;0.29801772413800776;0.03176146403811786
5;12553.09567892976;85.09011142935306;37.33765790891093;109.26539329798729;0.11213499999999997;1.89846;0.016092499999999996;1.494435;5.910483410974853;0.2727794990165425;0.2738021112341967;0.02458346995413793
6;12504.091082046165;84.9283003901707;37.37197507196607;108.17811900966738;0.1094;1.9080000000000001;0.0157;1.479565;5.740985154405512;0.2956185443408537;0.29650913364324827;0.026148152355626977
7;12633.133250497389;84.49500046814937;36.4224332392642;108.90323659025577;0.10666500000000001;1.9080000000000001;0.016092499999999996;1.479565;6.038505976383113;0.26983616333126487;0.27091506403431187;0.02894955721802246
8;12439.670549256667;85.17411622128209;37.87557775621433;107.14126773361463;0.11213499999999997;1.91754;0.015307499999999996;1.479565;6.593603356577339;0.28263339396824755;0.2838613131061075;0.02925585079623975
9;13073.285637340372;85.16775594393394;35.33444122162468;110.26903908684602;0.10666500000000001;1.91754;0.0157;1.494435;6.132587373043141;0.25735165206453325;0.25851810550586374;0.027631011670789973
10;12765.904224036827;84.62084114202881;36.01722314049783;108.57530082836003;0.1094;1.91754;0.015307499999999996;1.4869999999999999;6.516433548396994;0.26741622753599786;0.268683570873056;0.028800013678379133
11;12756.080661668117;84.84787292714046;36.28345319319701;109.52561654435573;0.1094;1.9080000000000001;0.016092499999999996;1.494435;7.387961890945275;0.2879683319646413;0.28948069351950506;0.0337256407637121
12;12413.950176077113;85.03971601358509;37.843928540018055;108.43335899583346;0.1094;1.89846;0.016092499999999996;1.479565;6.776788901850618;0.32080476500575444;0.32194796962514416;0.03166999867905656
13;12812.147765973144;85.24327109072199;36.45465887117728;108.77381833793737;0.10666500000000001;1.91754;0.015307499999999996;1.479565;6.666014759423582;0.24996207750558397;0.2513802145053446;0.030484485994032882
14;12536.931899913272;84.9691688064465;37.28142471528383;108.72763870871619;0.11213499999999997;1.89846;0.015307499999999996;1.4869999999999999;6.03165232208196;0.2771558831958313;0.27820402023293106;0.027920489962271713
15;12562.611993205513;85.13010053855537;37.33962822508289;108.80535297450182;0.1094;1.89846;0.015307499999999996;1.479565;6.975480467169128;0.2671098457343502;0.26856318985349187;0.034424447865618955
16;12961.238639230689;85.40462183398327;36.01947072702218;110.51039641913935;0.10666500000000001;1.9080000000000001;0.016092499999999996;1.494435;5.956170786538425;0.2725691255838281;0.2736083766204639;0.028590260397228482
17;12990.3272958252;85.3848301968466;35.88337319759158;110.02788073478335;0.10666500000000001;1.91754;0.016092499999999996;1.494435;6.979256865868149;0.28383830829360235;0.28520789906408767;0.03310619129317376
