;Bulk sample number;E_bulk_sim (kJ/mol);E_vac_sim (kJ/mol);Hvap_sim (kJ/mol);Vacuum sample number;Vol_sim (mL/mol);[#6X4:1]_eps_val;[#6X4:1]_rmin_half_val;[1:1]-[#6X4]_eps_val;[1:1]-[#6X4]_rmin_half_val;dE_bulk_sim (kJ/mol);dE_bulk_sim_dir (kJ/mol);dE_vac_sim (kJ/mol);dE_vac_sim_dir (kJ/mol);dHvap_sim (kJ/mol);dVol_sim (mL/mol);dVol_sim_dir (mL/mol)
58;1750;12956.800857061646;85.30624864455157;35.93888907437058;3133;110.11031618230678;0.10666500000000001;1.9080000000000001;0.015307499999999996;1.4869999999999999;5.303418347714902;5.189790932202832;0.2178806690502279;0.2133860229523701;0.21891095425179602;0.02605094032314191;0.025853417201889724
59;1309;12919.223835284476;85.34154531693184;36.124512588969004;2965;109.92462202900356;0.1094;1.9080000000000001;0.015307499999999996;1.494435;5.916653764300906;6.048864347045297;0.2233825245438999;0.22407143525157575;0.22463272456904343;0.02700598866169084;0.027450797861669148
60;1585;12780.327042671244;85.06362896582633;36.40215390171363;3383;110.21676661103517;0.10666500000000001;1.89846;0.016092499999999996;1.4869999999999999;5.451925986714535;5.444903776021003;0.2074595606705651;0.20218185342946224;0.20860260130847583;0.02730452518456956;0.026690979542506398
61;1671;12640.459291811538;85.34328561615544;37.241365052669;2512;109.39006178497621;0.11213499999999997;1.89846;0.0157;1.494435;5.3851547169105;5.438590947958849;0.2490116104065908;0.24541853729122579;0.24994155393639597;0.023545957777349743;0.02412356474838597
62;1665;12996.898279836494;84.82321415544732;35.295469636441915;2598;110.06336296456774;0.10666500000000001;1.91754;0.016092499999999996;1.494435;5.361547433896449;5.343624769454974;0.23929861873939137;0.2315974218313959;0.24025771161716583;0.025746151202881647;0.024033542886653405
63;1790;12655.285063104635;84.89522414368388;36.73399211956858;2774;109.47298709657261;0.1094;1.89846;0.0157;1.4869999999999999;5.300939577327823;5.227620867508512;0.2286752222168258;0.22966892967385383;0.22965617045669298;0.02520239384192127;0.024638150699312713
64;1439;12631.177266150195;85.3577713505857;37.29302406879415;3004;108.94274446301937;0.10666500000000001;1.9080000000000001;0.016092499999999996;1.479565;5.567379252953619;5.577405967876726;0.19698034118894037;0.21301525686333206;0.1982351790428124;0.026723591149494484;0.026716070362377047
65;1441;12567.604134955722;85.11311060670482;37.30267155126952;2749;108.78728329121031;0.11213499999999997;1.9080000000000001;0.016092499999999996;1.494435;5.907429092258665;5.84831348587666;0.23173946412390103;0.22986380678424162;0.23294107137737324;0.024899867658853554;0.0253133149157727
66;1676;12417.753669427764;85.37391411108241;38.16299351116629;3073;107.63289311949559;0.11213499999999997;1.91754;0.016092499999999996;1.4869999999999999;5.326618098569484;5.349849500472423;0.22102700370288225;0.22199566187908115;0.22205157539857473;0.022635990662019902;0.02256268771348992
67;1757;12479.105920165455;85.16935604101585;37.71297510222322;2833;108.14116961195036;0.11213499999999997;1.9080000000000001;0.0157;1.4869999999999999;5.377069030094251;5.293728208430776;0.233196091575821;0.23160963461631873;0.2341858729150512;0.022305677749551257;0.022350558973447003
68;1079;12216.01371102466;85.50646071336202;39.102489569997374;3144;107.73563629703796;0.11213499999999997;1.89846;0.016092499999999996;1.479565;6.614210912978617;6.762603907652675;0.22051080490780514;0.2147205315880591;0.2220922773683492;0.030596786801277805;0.030415751565947596
69;1618;12938.911363241059;84.61726054423055;35.321414452418814;2956;110.55087967815294;0.10666500000000001;1.89846;0.015307499999999996;1.4869999999999999;5.522522117071676;5.533946809597473;0.21409407257928312;0.2205353723427572;0.21523067608858093;0.026983741087020077;0.027081833911359987
70;1667;12537.911805310263;85.00114602096373;37.30948345903204;3057;108.71624446171558;0.11213499999999997;1.89846;0.015307499999999996;1.4869999999999999;5.440106476464238;5.3648467103378;0.2150069549073361;0.21663478887222634;0.21610531414137293;0.024276483577204664;0.024669155317633716
71;1760;12786.98055306651;85.49330391380053;36.805268130444496;2858;109.68882267319258;0.10666500000000001;1.9080000000000001;0.016092499999999996;1.4869999999999999;5.370506747979283;5.439484619845059;0.21823899572295866;0.22367066098026342;0.21929372253573806;0.023709182662279747;0.024287023619486914
72;1719;12972.718336298503;85.05591628707711;35.62494155213421;3023;109.56821533550149;0.10666500000000001;1.91754;0.015307499999999996;1.4869999999999999;5.381061597844905;5.47010094334707;0.21672002635528978;0.21439362683695481;0.21778627829251093;0.02494716071232357;0.025122240731136454
73;1119;12701.208000918436;84.77928889768826;36.43445872329244;3203;108.54624477304985;0.1094;1.91754;0.0157;1.4869999999999999;6.871720674668103;6.799464302473763;0.21262570661894953;0.21182937194035187;0.21439500890916502;0.030457041319511418;0.02948773877732353
74;1556;12679.852803308713;84.98835568455164;36.728896672710384;3317;109.03760996433189;0.1094;1.908;0.0157;1.487;5.584833094657608;5.4806236082339215;0.20767996782624532;0.20843071341053707;0.20887799025720802;0.025159181564336008;0.025178496092384234
75;1580;12428.54796875304;84.54275497014032;37.28861829538512;2741;108.01781923800222;0.1094;1.9080000000000001;0.016092499999999996;1.479565;5.577629431747011;5.645007006656681;0.22734172906200123;0.2285045589802514;0.22843384377172204;0.024607269484348857;0.02456003802881767
76;1484;13095.280647057467;84.39688347751449;34.47547843536427;3000;111.36092990445746;0.10666500000000001;1.89846;0.015307499999999996;1.494435;5.876766324000372;5.705443946314967;0.21334817580953733;0.2140062977218624;0.21463929334556803;0.027646780407819063;0.028103163885391465
77;1173;12256.136901673028;85.18014088580495;38.61576258550259;3026;106.88805554703903;0.11213499999999997;1.91754;0.016092499999999996;1.479565;6.654118675467565;6.497638163137172;0.2312600013638104;0.2178291107324154;0.23278665117024605;0.02565280307087327;0.026104599931734005
78;1136;12741.414470231352;85.10900707614749;36.60324325220818;2739;109.61329716738197;0.1094;1.89846;0.015307499999999996;1.4869999999999999;6.3655527532213805;6.275677351704873;0.22638093849618712;0.2286308183909882;0.22780837015771527;0.03105101984087084;0.031079309997345986
79;1193;12469.04103030327;85.31415340237756;37.898075427150886;3294;107.71142587713574;0.1094;1.91754;0.016092499999999996;1.479565;6.172385961550718;6.194173396842871;0.2135073179013831;0.2151755519743884;0.21493010115078762;0.027849702012937152;0.026853483799739897
80;1312;12900.538868189902;85.029087998238;35.88684198262261;3009;109.46082035417983;0.10666500000000001;1.91754;0.0157;1.4869999999999999;6.298866995130466;6.111768393708159;0.21438798819819221;0.21250168060383137;0.21586343159000385;0.02690914352283875;0.026617422546550647
