;C_p_res_bootstrap (J/mol/K);C_p_res_expect (J/mol/K);N_eff;Vol_bootstrap (mL/mol);Vol_expect (mL/mol);dC_p_res_bootstrap (J/mol/K);dC_p_res_expect (J/mol/K);dVol_bootstrap (mL/mol);dVol_expect (mL/mol);epsilon values;rmin_half values
0;46.4918071240311;46.30548138612257;302.00000000005963;108.90483984167055;108.90855966594006;3.6116934701901986;374.67821341737806;0.05688058946839394;0.05813403940755281;0.1094;1.908
1;46.36227433617474;47.64934346645214;39.2542142908385;109.39950355692366;109.40221725605;8.185174100783195;1062.0474143272966;0.15266701629719168;0.15433162295374306;0.1094;1.8905
2;41.1659307261515;42.00646467944804;24.694340391897057;110.1094882224831;110.1245670938287;9.061919619340657;1056.5468962449079;0.12716938698312386;0.12745504860234938;0.1058;1.894
3;45.99355195839028;47.913888775177924;28.008565178089412;109.4214822029003;109.42397425975386;9.618468089050603;1267.285251248747;0.18139723436183064;0.18302212383519287;0.1094;1.887
4;44.49143039679152;45.52645360544186;40.71153103342376;109.7695090289313;109.77938404447303;7.794679232735742;983.3597191122922;0.1241375461600709;0.1271941233702044;0.1076;1.894
5;44.29052400707289;46.199659513003425;21.155518257347538;109.78869812410984;109.80359832431853;10.966651046845994;1339.700061473334;0.16194671273764225;0.165395480217068;0.1076;1.887
6;41.00252685863653;41.855698044788376;18.119078375185328;110.10156943594023;110.119005379896;10.727401591967027;1167.4419191487796;0.13594177206942715;0.13541273603612092;0.1058;1.8905
7;40.74181058175093;41.58617356783454;13.769824321906777;110.0925435152027;110.11353459927167;12.362457431156175;1280.009675682798;0.14650364251888234;0.14436076003415746;0.1058;1.887
8;44.43861189331457;45.885530462600116;28.60019165032772;109.78275907230949;109.79470448599822;9.380966052212722;1161.4702894092563;0.14270290089099547;0.14635719422145124;0.1076;1.8905
9;46.672962612510005;47.43229427047852;59.49065667953188;109.36020119356225;109.3634178898904;6.8153424825233495;857.0635044648927;0.12313494872058214;0.12431352389135965;0.1094;1.894
10;46.10949713492971;46.305481390543775;302.00000000005963;108.90605108363482;108.90855966594006;3.620288334069739;374.6782134371736;0.05991916476293816;0.05813403940755476;0.1094;1.908
11;37.232234980074026;38.067881925597476;25.166841335829364;110.37501675918394;110.4091977758592;6.7110699727401135;1014.2394961110621;0.21014080873945198;0.2012549241276388;0.1022;1.926
12;43.256097094848826;44.19433590455861;50.04987733351058;109.95016499686804;109.96962549328809;6.809113201420254;863.4869666738858;0.16225404636051535;0.15723805754394735;0.104;1.923
13;46.9823504768537;48.46482228373034;44.56795751772832;109.71309857744892;109.72796629246169;8.718855506286927;1047.9353666768557;0.16265541301969422;0.16000941997998652;0.104;1.926
14;50.25632977039137;52.02343933917046;29.759090466379146;109.02524879324363;109.01763444560754;11.907597984678695;1197.2814075646395;0.17589925725329472;0.18064550472527532;0.1058;1.926
15;33.46277058803387;33.98485262072485;22.851473997398962;110.65741857023396;110.69631813990816;6.05203036621758;962.8506909853796;0.2047549687533861;0.19716185860371035;0.1022;1.92
16;40.35803851841497;41.022493980757034;50.97136545892982;110.14252432571004;110.16497479754592;5.57186456782283;775.5932630995569;0.16535798771674473;0.1596207919341152;0.104;1.92
17;46.850703664631965;47.70287910078694;95.02448152610123;109.48334537434911;109.49264364792818;6.8789807299160195;715.8386886854026;0.11442763287978452;0.11277247934632585;0.1058;1.92
18;34.844316348169755;35.44982986702042;23.871008810459394;110.5412688846167;110.5792843698094;6.200702070090473;959.1517045765107;0.21137914181816705;0.20327492212368445;0.1022;1.923
19;49.36934380281116;50.7345789765206;61.2020221145043;109.26119841705022;109.26638368243412;9.055815074142307;937.208458116996;0.1307035845109429;0.13106616978496613;0.1058;1.923
20;46.239466771504574;46.3054813857889;302.00000000005963;108.91036339805537;108.90855966594006;3.560167177434398;374.6782134152128;0.05728464135976433;0.05813403940756395;0.1094;1.908
21;38.53617642824045;37.80657460855481;8.655725817284635;108.2639470399883;108.23534410158493;13.671108188713525;909.3777696015013;0.14639137688827775;0.14188587819781154;0.1094;1.923
22;26.29924686452977;21.65910287512339;2.6952070832797235;107.990024416802;107.94780183834415;15.73093177892599;1014.66801932322;0.13758920214962073;0.08658758648118964;0.111;1.926
23;43.32167931139728;44.007202786643425;22.712724115464226;108.37127291695411;108.36070156909183;10.30303234154799;836.0249090579795;0.11660784052296153;0.1179185314669001;0.1094;1.92
24;21.355372744205642;17.745088728382086;2.160591067179076;107.84962475571704;107.83982828540121;13.04762224802342;1221.0352597001606;0.14282811866036615;0.07831614877362353;0.1126;1.926
25;31.24319093250055;29.04104507360629;4.794525059288357;108.01824812396092;107.98996694965606;13.718318371184758;999.6375441920752;0.12817193740531338;0.10235123794069388;0.111;1.923
26;30.41782803461573;30.384375995809968;6.530807133246973;107.8369419000252;107.82280652674801;10.687860283598267;1243.2985744007985;0.13686298588361914;0.1224222212177118;0.1126;1.92
27;25.584879294495874;23.93014826465503;3.4242520392858933;107.84035936511627;107.82909931520314;12.00595033107413;1313.922909967246;0.14001789791898714;0.10415566343878634;0.1126;1.923
28;33.13680110319993;29.73676883642015;4.079026548690092;108.1796052433087;108.1240937077715;16.86498389804184;922.5563861800138;0.17282886124941796;0.14541284974914673;0.1094;1.926
29;36.6335356159809;36.372236301715496;10.626605816276813;108.06238484407606;108.04563455457644;11.288222086271631;914.2143736494207;0.11780538428123558;0.10808179443019827;0.111;1.92
30;46.38091577083334;46.30548139924018;302.00000000005963;108.90856663358556;108.90855966594006;3.5481030799497764;374.678213470604;0.05533688588047403;0.05813403940755935;0.1094;1.908
31;41.509013761909436;42.02596099394722;34.63885384636417;110.12226827956181;110.12684992807377;7.675772004406072;951.4085867959633;0.12905762920633226;0.12063273939750745;0.1058;1.8975
32;36.739747005843306;36.9713646685596;15.778649519220275;110.38323579691188;110.39367587133465;9.92718086897949;1092.1360296954535;0.1451388687805886;0.1296494357328094;0.104;1.894
33;31.43143072456237;31.413761741950125;11.213731034552461;110.58329163557998;110.59643693846405;9.712791229323887;1136.8543977663119;0.15535889795066807;0.1408736895659113;0.1022;1.894
34;31.64207606339596;32.03616193671032;13.858137716472568;110.62560676699594;110.6413385706602;8.42709987447252;1140.7419055075152;0.15520481906886574;0.14393260421507106;0.1022;1.8975
35;41.467808006714954;42.00646531015706;24.694339773445172;110.118466277308;110.12456708654994;9.365668355556274;1056.5469110554416;0.13748353903542898;0.12745505159162554;0.1058;1.894
36;31.734987400895854;32.35173798590102;16.61629927997825;110.6700947876275;110.68827472516388;7.359653274173206;1127.2140163052734;0.15324822372593655;0.14314873097271846;0.1022;1.901
37;41.46382066682007;41.926277156730116;49.14741122304962;110.116445669883;110.1203189923606;6.2560088219611725;853.3892628768712;0.12176800574540185;0.11506590822616322;0.1058;1.901
38;36.99221649555576;37.63044027659215;26.968798815537237;110.4358432401166;110.44672324318199;7.010030612029621;1013.7354700317676;0.14072947109512762;0.1317624923730506;0.104;1.901
39;36.92367542930658;37.42724346827776;20.766972718279856;110.41028282519902;110.4206300272003;8.349956778318626;1056.7462806633623;0.14316269130017384;0.1314402391583332;0.104;1.8975
40;46.08931286692865;46.30548140372394;302.00000000005963;108.91024971438641;108.90855966594006;3.5844749754201297;374.6782134881972;0.05725698740000956;0.0581340394075545;0.1094;1.908
41;45.58547523643453;45.80402422869703;153.43791632065984;108.09232191992606;108.08856883340431;4.546125076366625;487.25631522162934;0.08257441305749802;0.0828362482821566;0.1126;1.9045
42;41.74142341468985;42.039328198643815;75.8691777846983;107.71047457509165;107.70435808773004;5.413848229115549;634.1597083002722;0.10149832083131666;0.10130829862825888;0.11415;1.9045
43;38.288265486988934;38.41168335551057;43.49075388466357;107.46773798415585;107.4574887748909;5.965792176392983;666.7327934528004;0.12055821854964245;0.11980155837429887;0.1157;1.901
44;47.38590243301545;47.68036768371088;154.51450245183227;108.22725413776018;108.22366327813586;4.954079731292024;504.587341163379;0.08442256697409499;0.08509114581369596;0.1126;1.901
45;43.723474952665995;43.917594911126955;84.25420120959078;107.8054004934741;107.79943404324727;5.339015229451412;562.2054622562869;0.10662407933891617;0.10677010708512072;0.11415;1.901
46;44.29539304836912;44.61687995466104;112.480387588682;107.98439840756872;107.97946515746573;5.249427044329164;596.320935548226;0.08712598250428756;0.0871550065798816;0.1126;1.908
47;36.9062619949616;37.65682420820245;38.198538337681214;107.4183558922552;107.4081567548122;6.284033528001468;882.9446033138253;0.11284445385768352;0.11166527642628186;0.1157;1.9045
48;40.15126437975513;40.962939362443045;51.2983333355308;107.64963787472608;107.64109731679771;6.320899415236906;867.8390989130203;0.10784629327277202;0.10784543871548627;0.11415;1.908
49;35.196576154001804;37.06412848755689;24.773275731511198;107.40056769636429;107.38577642211807;6.8112504949037875;1216.9155541034258;0.1232888487884203;0.12207385838885633;0.1157;1.908
50;46.355895768634575;46.305481395882566;302.00000000005963;108.90633648546057;108.90855966594006;3.526230397620381;374.6782134561434;0.056824230806667965;0.05813403940755338;0.1094;1.908
51;46.360966236344645;46.220970114073154;21.404877204425453;108.7124198557234;108.68544988276109;9.976286285605305;971.0740915531468;0.1822590003922898;0.18742086251077905;0.1126;1.887
52;46.3312135753733;47.29336620921929;26.69420210144105;109.07302828715041;109.0548144798086;9.138997593400518;1121.4066864351514;0.18955215577041154;0.1955309307208678;0.111;1.887
53;46.69439878162838;47.43229352488088;59.490655079167716;109.36289365274341;109.36341793012873;6.677817865645513;857.0634998773012;0.1194445310485072;0.12431352270980665;0.1094;1.894
54;46.066583831018455;47.91388871465757;28.008565196444934;109.42809188123086;109.42397426038231;9.540263991939252;1267.2852509592944;0.17935807738683668;0.18302212378124352;0.1094;1.887
55;47.40542076539783;47.97195104833752;39.94203984411392;109.02810367762136;109.01771228274431;7.819284175974194;924.9987372494394;0.14989581180459569;0.15589259816839499;0.111;1.8905
56;48.32499744251809;48.62558781379415;66.7916305820577;108.95470130804121;108.95067015183794;6.5974946432214425;737.1209694928868;0.11193249498783908;0.11664522695411347;0.111;1.894
57;48.386669098977;48.35634906052132;35.69338588483216;108.63292814174535;108.61955494846876;8.609764442804472;815.5722291957474;0.1362099077271618;0.14019167768673071;0.1126;1.8905
58;49.58341104923917;49.692079066456785;66.52435840571317;108.51762358003;108.51294540879843;7.162857238560778;685.3372911532617;0.10290170097371852;0.10463068049374157;0.1126;1.894
