;C_p_res_sim (J/mol/K);Vol_sim (mL/mol);dC_p_res_sim (J/mol/K);dVol_sim (mL/mol);eps_val;rmin_half_val
0;56.98238561758992;109.85619897620934;2.4915846441781504;0.03168774522461697;0.1058;1.9140000000000001
1;54.38324047055311;107.35125381713398;2.222815582217626;0.024517700792202425;0.1157;1.9169999999999998
2;54.53891549130268;108.64743823254953;2.205709772674414;0.030080438086804696;0.111;1.9140000000000001
3;54.107322756238915;108.47873587981645;2.3914811996642937;0.03187631877081181;0.11415;1.8905
4;54.704665989055854;109.00060962226948;2.305068012543352;0.029783829460779433;0.10400000000000001;1.923
5;53.55316183192125;109.57132503374378;1.8436204251314643;0.025229985787053055;0.1157;1.894
6;58.66688346112406;109.78266617775145;2.984279030999936;0.036484455490396896;0.1076;1.911
7;52.534555331294705;106.86866110087774;2.2110459745975564;0.024596439127874885;0.1076;1.9045
8;60.31649688793165;108.79093788923569;2.5024722177553995;0.029128217648934723;0.1076;1.901
9;54.74915315564141;108.16965192503069;2.5345966657125665;0.03089606002770113;0.11415;1.8975
10;54.75546275628672;109.80088590159666;2.817202745857889;0.03509881521379837;0.104;1.923
11;56.10815601185817;109.78556877995906;2.2122265957303426;0.029384887883807328;0.1126;1.8905
12;52.523783934062564;107.83697749443895;2.2666845714283346;0.029889304744841874;0.1157;1.911
13;50.505975218075065;106.60334801291184;2.4242287391009585;0.029319875063518436;0.1094;1.914
14;55.830943985044776;107.59864190996214;2.392929469937633;0.0269117864115616;0.1126;1.923
15;54.13467126913192;107.57754386896146;2.1218857475278847;0.02606559455954911;0.1126;1.92
16;55.75731779146547;107.20231728911747;3.2400770260882887;0.0370008566734447;0.1094;1.908
17;53.64022252538565;108.11596045032815;2.6986921489755;0.03360694359136918;0.1126;1.914
18;59.33274835653874;109.22231297582368;2.787290500394135;0.03545535241799552;0.111;1.894
