;Hvap_bootstrap (kJ/mol);Hvap_expect (kJ/mol);N_eff;Vol_bootstrap (mL/mol);Vol_expect (mL/mol);dHvap_bootstrap (kJ/mol);dHvap_expect (kJ/mol);dVol_bootstrap (mL/mol);dVol_expect (mL/mol);epsilon values;rmin_half values
0;36.699972282262614;36.69945299445451;1432.4488445908787;61.084764265355204;64.3444496157861;0.1791929624229523;0.18087847775990326;0.3366253008325037;1.4107128107265994;0.1094;1.908
1;37.292803482068315;37.29357863054378;1386.2407320827679;60.75572355223484;56.867924945145255;0.1790581208310829;0.18076172091576206;0.4011839665386373;1.4611584160690172;0.111;1.908
2;34.772999089626644;34.761969797775095;56.99247534972818;61.810150879558975;81.9602475673679;0.21604853470164564;0.21826523787374366;6.851200092395326;5.555799769777413;0.1076;1.8905
3;35.576098175525495;35.57115804534641;198.02082825826758;61.43250667826489;75.85849889798045;0.1910663431368957;0.1919249444387421;3.497971935561142;3.4929770577807573;0.1094;1.894
4;34.029131273234356;34.00132381564857;18.292742154090046;62.22448716740769;87.94170399521656;0.25595735392120217;0.2639539975656401;11.945141509486792;7.392566313096845;0.1058;1.887
5;34.55888643521575;34.544254564769425;37.85885746496101;61.869569547360356;82.72244163306807;0.2290465787953094;0.2327482799101186;8.428187925982838;6.499579132221927;0.1076;1.887
6;34.23347779203831;34.213211901174304;26.542157218055507;62.14451682010791;87.18174535613666;0.2399197951223673;0.24604931309411945;9.997794748991048;6.526449670987311;0.1058;1.8905
7;34.99342266089925;34.98482721338884;90.91457855761469;61.750290786891824;81.17370278861868;0.2044507397794831;0.2058074248156614;5.378822430699098;4.573830828155397;0.1076;1.894
8;34.43874755539824;34.423910297381546;40.42314653026565;62.06407905357466;86.53265180319801;0.2247635758343812;0.22887187907537676;8.132329642701816;5.580803162331195;0.1058;1.894
9;35.10406921682169;35.09660738773439;75.50702377390881;61.52046012061819;77.97197202285929;0.2077538210227388;0.20846632500004686;5.898348642775495;5.402281749510832;0.1094;1.887
10;35.33337640031709;35.327278360294606;117.920982137831;61.47976175318262;77.06024475420244;0.1986039113781848;0.19923322208260366;4.654231157957514;4.439732882039313;0.1094;1.8905
11;36.704681465454385;36.699452997249544;1432.4488460692407;61.0563129120994;64.34444966138096;0.18771964589642076;0.1808784777536013;0.3435194306247064;1.4107128092653851;0.1094;1.908
12;37.298148546743576;37.29357862695881;1386.2407343342236;60.7904594683871;56.867924887000925;0.18767518305583386;0.1807617209101943;0.4096882639720816;1.4611584147446244;0.111;1.908
13;34.695808927151056;34.60642189497286;6.106962816355297;62.4892865382244;97.3797917131042;0.27593232457717737;0.26429429995639914;18.57010438906868;6.5039863821533235;0.1022;1.92
14;35.93936216438932;35.912342275191826;40.82606246264773;61.800251909164025;77.37333809963243;0.23638788940938055;0.23655366904636535;8.301145993157139;6.075686254823072;0.104;1.926
15;34.885417887291545;34.78256008991966;5.581753485918624;62.42302070571053;96.22709842763716;0.2950234699294555;0.2798037692936891;19.315562497050628;7.354423462746987;0.1022;1.923
16;36.75531290500045;36.74962673657701;153.71813071614068;61.280612399578025;63.512485564736956;0.19899678220328976;0.1917270408024148;4.249430790785634;4.248112249987003;0.1058;1.926
17;35.69614004692993;35.664503357729394;35.770658290911115;61.89990701657881;80.76489899289825;0.2371518626809428;0.2389237919882124;8.645948353444648;5.801864314185822;0.104;1.923
18;35.09191569009727;34.98348473513042;5.752904893219942;62.343097116808;94.36206203355052;0.3101405562330499;0.2950537972323993;19.20546968950709;8.132264251986983;0.1022;1.926
19;35.46626317547086;35.433938648187635;34.37374163369974;61.99210009439417;83.73997385264316;0.232803706451996;0.23457547132456125;8.702530088253981;5.33052755252583;0.104;1.92
20;36.268480717315626;36.260982174228616;262.82888184235765;61.4626760044935;70.19556748932024;0.19640716188955884;0.19029375803893644;3.135160013176663;2.9744069166620237;0.1058;1.92
21;36.5134659166887;36.50700378074393;217.61263927195145;61.369278803337565;66.74582804193822;0.19717372023556887;0.19050898138125294;3.5054908939466936;3.4559459336136107;0.1058;1.923
22;36.7033624593931;36.69945299494187;1432.4488473331014;61.07041455393606;64.34444948094095;0.17771232058471462;0.18087847775664248;0.3464965613187889;1.41071281023986;0.1094;1.908
23;37.2972148044395;37.293578629804436;1386.2407362584286;60.77363711243298;56.8679251170993;0.17743878551995138;0.1807617209062012;0.4141500332396964;1.4611584133881486;0.111;1.908
24;35.8373044070878;35.83226236233939;355.1357410036044;61.36536461022526;74.1022960888948;0.184123843025026;0.18670556195360785;2.556426161243213;2.6444895498320493;0.1094;1.8975
25;35.224413003133186;35.21784064033204;154.16562864429596;61.59416347052647;80.1585735370149;0.1933717554668556;0.1959781453913716;4.195216192622261;3.6160659300431166;0.1076;1.8975
26;35.471722798524354;35.46587101280513;274.1580020931057;61.57039246098231;78.64238241326534;0.1865070173601148;0.1890614741067756;2.9896658403091454;2.768211321685527;0.1076;1.901
27;34.99262851499721;34.98482723022737;90.9145896308998;61.586017125516946;81.17370212661467;0.20302511887039768;0.2058074265872937;5.5829013208385305;4.573830762372326;0.1076;1.894
28;34.646215998627895;34.636240188285626;64.60319453635326;61.74046390538702;85.89082852014646;0.2105691182062704;0.21374743403889354;6.62058738094666;4.6122339564686445;0.1058;1.8975
29;34.43771615993493;34.42391029516384;40.42314696586153;61.67225838379943;86.53265286365553;0.22495056175769607;0.2288718785764033;8.353593863514542;5.580803000203304;0.1058;1.894
30;34.86233480224766;34.854439035696046;106.94363759536935;61.782325813106425;85.07737368490109;0.1991609922928535;0.20176580350970666;5.093004691714363;3.699471425894997;0.1058;1.901
31;36.11566059876299;36.1110701693267;649.1351437188928;61.2886539963157;71.56549244407564;0.1807203953830751;0.18342665630435984;1.6290320094806554;1.984721418995481;0.1094;1.901
32;35.57660785161051;35.57115804592225;198.0208286026815;61.411425635888975;75.85849994088647;0.18943425336825692;0.19192494465283225;3.652607427491503;3.4929769844042897;0.1094;1.894
33;36.70216110986304;36.69945299567071;1432.4488457998427;61.071031962683726;64.34444949144923;0.1860933323765286;0.18087847777123406;0.3419696212440162;1.4107128109943528;0.1094;1.908
34;37.295803792833965;37.293578629043466;1386.240733923895;60.77405155496193;56.86792510369876;0.1859859362806672;0.18076172089919984;0.40816481404300986;1.461158414769672;0.111;1.908
35;34.347801035530445;34.3092359751183;10.618133121802712;63.10934838603344;97.93933617338035;0.23967427157006185;0.2354697168471563;14.980833870852551;4.822091089276592;0.1022;1.914
36;34.20411023178766;34.17754012976386;16.342165756078426;62.904940506721296;97.65253265959517;0.2296395314462021;0.2249426201966993;12.508586199249173;4.110338049932245;0.1022;1.911
37;35.7829811411458;35.778050745329935;296.0830938804762;61.72337399618766;76.9033791711545;0.19341367415274724;0.18902009794165556;2.892442916415176;2.442220756550996;0.1058;1.914
38;34.852834338859765;34.84181412677586;61.70336996458874;62.30578872254854;89.24949610263987;0.20994598921305732;0.2067892048631612;6.676603343286677;3.4513271234496896;0.104;1.911
39;35.33135618054875;35.326541652915544;253.26384644281654;61.79720618220109;81.96664916166209;0.194415768187684;0.18944167880329926;3.0812943270558866;2.476221576695059;0.1058;1.908
40;35.03951138801728;35.02522923750588;46.9328666990366;62.37578933872156;87.97450272488018;0.21564585923676305;0.2146985868665537;7.61498639819571;3.9767267716137664;0.104;1.914
41;34.67690552474816;34.66766892481968;73.55766744011352;62.2018600790451;90.08773091298728;0.20908735751796034;0.2043740001519526;6.0855326412722315;3.2856120140989225;0.104;1.908
42;34.06783486064659;34.04864875141132;24.48265925850049;62.66337129536796;97.24005731864294;0.2268376205351624;0.22075016436723555;10.519837462154923;3.6916588331268634;0.1022;1.908
43;35.55200142056264;35.54724995994883;292.2695389396754;61.77729285126846;79.71756301510327;0.19318049785911406;0.18849939086491715;2.8809089841641047;2.3499735660300103;0.1058;1.911
44;36.70566693919349;36.699452996175296;1432.4488467394567;61.05709196467792;64.34444960425596;0.1814754380569687;0.18087847775562746;0.33738563104081865;1.4107128095180363;0.1094;1.908
45;37.29911827745317;37.29357862830876;1386.2407353550464;60.78880436638404;56.8679249598481;0.18136955750962494;0.18076172091312506;0.4032528970892753;1.4611584141802676;0.111;1.908
46;37.6712009949725;37.6645979249236;338.8863634769825;60.774066321659845;52.40029034270916;0.1853229891248604;0.1845434268336264;2.5464191030572745;2.929663911502145;0.1094;1.92
47;38.41325011307587;38.40609846656441;60.60962126257781;60.42159171288909;43.420317923626214;0.19194632216581656;0.19140559067123308;6.6279200093357495;6.0552836105067405;0.111;1.923
48;38.88752722102226;38.87923081463419;27.174987157389978;60.147511522569545;37.485676757657316;0.19846011193828786;0.1983129457517168;9.90649801345327;7.946486182648344;0.1126;1.923
49;37.888816044308;37.881206005853116;152.2160005266322;60.702865607354525;49.65535532238223;0.18921776576707336;0.18852142023400476;4.100155024347746;4.274405840031465;0.1094;1.923
50;39.0564863601026;39.04404628751032;13.705882102457124;60.03436100852153;32.18254329263093;0.2068492742876221;0.20607983912434225;13.606019854136528;9.557971111185633;0.1126;1.926
51;38.21432997839043;38.20810673641505;145.67019617388104;60.50725110126356;46.781648782113706;0.1874592738412012;0.1868097808437936;4.200917018421887;4.192962835356911;0.111;1.92
52;38.70865441180134;38.70234848274369;58.95838300935499;60.244643393750884;41.69848102286432;0.192010942185257;0.1917310754475383;6.7805991182959024;6.03584230132526;0.1126;1.92
53;38.092349920294645;38.0832321823652;65.1777846531835;60.62349557593606;46.37913858160093;0.1951996082456464;0.1946367891594052;6.3839693385137775;6.2353652795100665;0.1094;1.926
54;38.59847727237211;38.589344092346344;26.503330821594023;60.32164151613238;38.978624655931526;0.198210895796594;0.19745811250279416;9.853242425078037;8.222168582542485;0.111;1.926
55;36.70277469298277;36.69945299824307;1432.4488459892825;61.044995981128274;64.3444496257909;0.17574523231325986;0.18087847777201516;0.3313549408102112;1.4107128097660937;0.1094;1.908
56;37.29614290679115;37.29357862583149;1386.240734213127;60.80486856079335;56.86792493238795;0.17554530496413226;0.1807617208962012;0.39633953077551415;1.4611584148714345;0.111;1.908
57;36.01504662755298;36.01165061420072;771.0412605647788;61.34512843008858;73.24883206053305;0.1776679702810734;0.18270305589586136;1.3429013512618848;1.745036195412366;0.1076;1.908
58;36.70277469123119;36.69945299656982;1432.4488429574392;61.044995972361754;64.34444971325114;0.17574523232177616;0.18087847782025165;0.3313549545088046;1.4107128105708022;0.1094;1.908
59;35.783262385851046;35.778050742501996;296.0830882815588;61.69168634106892;76.90337918433337;0.18390053622121044;0.18902009822379887;2.8129748090245634;2.442220775049996;0.1058;1.914
60;35.55162696985996;35.547249949245455;292.2695306105546;61.696326014405344;79.71756329417765;0.1833858466357136;0.1884993911508128;2.831807953886082;2.34997356979228;0.1058;1.911
61;36.95427369551799;36.95129949323674;1406.9335898976294;61.002329858316706;60.963911676096885;0.17557836703166554;0.18078332134221387;0.3894043647075936;1.4472002056723103;0.1094;1.911
62;37.19987709471663;37.197440422660414;1081.9097040956042;60.95769309312273;57.81950640796381;0.17591510643778846;0.18119082734564174;0.8628278922145056;1.657713626421539;0.1094;1.914
63;36.262887154182046;36.25928158723069;955.7021456746436;61.31663158888344;70.03099952190864;0.17683859842645222;0.1819230603455857;1.0592708607851526;1.6338798272017243;0.1076;1.911
64;35.33015329610944;35.32654162833163;253.2638240987339;61.6916541324922;81.96664990952954;0.1843102346688712;0.189441679217176;3.0961430902828573;2.4762215900200317;0.1058;1.908
65;36.512332258217796;36.50873681679643;956.0214112476796;61.28039713650633;66.572335693521;0.1766188590720878;0.1817749009753733;1.0865594949983222;1.6987162076937234;0.1076;1.914
66;36.69822696661559;36.69945299792196;1432.44884501655;61.063759514963465;64.34444958199816;0.1896102451380434;0.1808784777706676;0.3515823812373789;1.4107128107230074;0.1094;1.908
67;37.29246865158847;37.293578626189884;1386.2407327315516;60.78112193753557;56.86792498823284;0.18946547280544693;0.18076172090539516;0.42042111271818616;1.4611584157423791;0.111;1.908
68;37.66441857851372;37.66459791981031;338.8863680221251;60.786822372598934;52.40029069016371;0.1929593336865393;0.18454342676843766;2.5739655348929387;2.929663892923422;0.1094;1.92
69;36.74861878552811;36.74962673740145;153.7181287280242;61.34713300415506;63.51248575116242;0.2005795982440553;0.19172704086017908;4.141545330534253;4.248112274873588;0.1058;1.926
70;38.084765793161715;38.08323217481847;65.17778337130646;60.726233273635614;46.37913860200137;0.2024417922275511;0.19463678925469854;6.308549432041991;6.235365317737477;0.1094;1.926
71;37.454373566606215;37.454269964417314;143.8288070295524;60.975614074716546;54.28694732658966;0.20008549951422944;0.19185411756386045;4.223566878467028;4.550885531170038;0.1076;1.926
72;37.23188728631504;37.232579085296265;280.1937839252676;61.02738296921176;57.03242017105196;0.19487422981224167;0.18628055447218012;2.890100678035322;3.263303575499643;0.1076;1.923
73;37.88163165756647;37.88120600233205;152.21600217726206;60.751788164086676;49.65535581816268;0.19664422261717068;0.1885214201182337;4.090025153824938;4.274405821405331;0.1094;1.923
74;36.99767858066557;36.99859901589856;500.0531096495537;61.0873659602951;59.95121118294293;0.1922268205741663;0.18346156615527084;1.9809726529781044;2.4360339669452817;0.1076;1.92
75;36.50645133633265;36.50700377841422;217.61264036070807;61.4237289058677;66.74582957964039;0.19922339635370528;0.190508981523098;3.420002138119357;3.455945818349514;0.1058;1.923
76;36.26099272908904;36.260982186905345;262.8288840416967;61.49711419572174;70.19556779604625;0.1987858905474111;0.1902937574799884;3.052536517734448;2.9744068984602463;0.1058;1.92
77;36.705982300937634;36.69945299817845;1432.4488468985712;61.06959035820086;64.34444951593804;0.17249723856852284;0.1808784777714106;0.33982684830070103;1.4107128102781794;0.1094;1.908
78;37.29933431914414;37.29357862581095;1386.2407355963358;60.77440468091903;56.86792507247048;0.17233365411089147;0.18076172089469827;0.405533407084276;1.4611584142345588;0.111;1.908
79;38.62700756744813;38.62186475929379;208.52427029874417;59.97018308209669;42.00733453521708;0.17768267695609544;0.18637108168975072;3.4086407793334743;3.4098907838855577;0.1157;1.9045
80;38.86684178979443;38.8614721958485;138.91056005779052;59.86416501606906;41.417284372885646;0.1798076637329884;0.18853116854586088;4.2409302107476385;4.25870597562007;0.1157;1.908
81;38.35941925863866;38.35430033858413;282.3783431404101;60.099369482803176;43.76364556318772;0.17637253688761845;0.18513706185158893;2.8814821361284597;2.9363334607723983;0.1157;1.901
82;38.38644962945249;38.381344316311285;350.31985588808317;60.175722804971244;45.29211994271793;0.17516980615700858;0.1838013888651933;2.4614205038488244;2.7609673717796217;0.11415;1.908
83;37.283773870840214;37.278098942593715;984.5063916127596;60.708902185389185;57.344227885328905;0.1728640285345879;0.18144928109198347;0.9876156562148296;1.7282859710238077;0.1126;1.901
84;37.5828674203182;37.577407607947116;1043.4386845711153;60.59090636577047;53.47464165695107;0.17264271493562386;0.18120671609752487;0.9260514424865514;1.6703126226787834;0.1126;1.9045
85;37.867206198641966;37.86194137523054;817.0701549101849;60.47634633614313;50.3642112452724;0.17307135833268927;0.1815803389619742;1.2425948909248874;1.863750183277628;0.1126;1.908
86;37.83234618051118;37.82693272962501;631.4438570914393;60.42054163381975;50.31180145458454;0.17364233539037024;0.18231820779619665;1.6391456223799588;2.109317367086547;0.11415;1.901
87;38.12063241735426;38.11538144378515;521.9489294382671;60.29192065316297;47.21744905022658;0.1740524439082965;0.18270747705429466;1.8907004830739567;2.271512361880806;0.11415;1.9045
88;36.70693701948257;36.69945299543955;1432.4488452081634;61.0582370390735;64.34444970114694;0.1836557314521269;0.1808784777638564;0.3347093160176545;1.4107128096776014;0.1094;1.908
89;37.300392832239254;37.293578629297855;1386.240733023684;60.78720455881161;56.867924836294286;0.183621049114412;0.18076172091177592;0.3995864808818875;1.461158416080113;0.111;1.908
90;39.22325083864553;39.21582567162404;56.10044321719906;60.22581217767258;40.28443023028229;0.1995985336089747;0.19680759779645335;6.891879026558953;6.644341523632759;0.1157;1.914
91;38.7914287868286;38.78487959936094;117.17271110854294;60.33727943859185;43.021325396300256;0.19169544950006748;0.18860975075960945;4.682905577168113;4.658536088773113;0.11415;1.914
92;39.53527440924007;39.52556909047824;19.653776697579477;60.52521107612557;34.66803483114643;0.21601954656220407;0.2123477034017074;11.572133282768094;9.699255475963957;0.1157;1.92
93;38.518715600850406;38.512360113731134;132.64779589917813;60.51281434291065;44.64902118380829;0.19034215425254825;0.18705317072224287;4.367375890586562;4.326573374139064;0.1126;1.917
94;38.97139361578261;38.964681570869736;59.77016410121787;60.41502795244526;40.96994261457435;0.19677953260010814;0.19359928276707;6.604501014247923;6.190332151170147;0.11415;1.917
95;38.70869085864315;38.7023484756004;58.958381597152176;60.60080678430874;41.69848120723394;0.19527731235397;0.1917310758113153;6.5656244792262015;6.035842388724903;0.1126;1.92
96;39.38234448049539;39.37402183149626;33.22319927174849;60.34565939867475;38.20727616132625;0.2068658253054563;0.2039531116446749;8.956562340892077;8.200461219635459;0.1157;1.917
97;38.315465944260076;38.30892853191513;284.0293093961823;60.48328970862485;46.663786971248676;0.1872510163348929;0.1841337080830682;2.8617957941803835;3.0785804529051126;0.1126;1.914
98;39.14039350801796;39.13296681192911;30.411462012244964;60.55636437250038;37.58899521586254;0.2041333499413447;0.2007002252603228;9.189777911115938;7.922570853990262;0.11415;1.92
99;36.69796849279295;36.69945299723614;1432.4488475384505;61.05863662221653;64.34444948680007;0.17822574092656998;0.18087847775487945;0.3291199743002754;1.4107128100652375;0.1094;1.908
100;37.29157424576229;37.293578627013005;1386.2407365722534;60.7877109545205;56.8679251096251;0.17815805056361933;0.18076172091495055;0.3926525425944183;1.461158413245689;0.111;1.908
101;34.64256755710249;34.636240204041314;64.60319250527625;61.679141350005246;85.89082797481574;0.2102709173196964;0.2137474363759199;6.345452531939211;4.612234110879457;0.1058;1.8975
102;33.577541988634664;33.550195530045656;15.806774471779402;61.84999800880565;96.63487141416472;0.2557353940898706;0.25662446095467384;12.619952254409112;5.085781664465994;0.1022;1.8975
103;34.09771158190909;34.08266286799006;29.70587925746834;61.78393962445182;91.45846149347716;0.23339316566692986;0.23694687933823666;9.313752193922346;5.1808878896372415;0.104;1.8975
104;33.40206137432676;33.361035277983326;10.890993255956905;61.7891439918235;96.90131138251749;0.2751805140725359;0.2740687092776702;14.791136352587252;5.8239932726006565;0.1022;1.894
105;33.90797881046507;33.88377062553368;19.568877094391897;61.720538879721644;91.89747184039929;0.2511658043610065;0.255014365999087;11.27285227333824;6.066382087348844;0.104;1.894
106;33.74623680106297;33.72817783236921;22.950211082241744;61.921987728920826;96.60212896791977;0.238230811331062;0.23934441929633515;10.78696591567966;4.336598287447457;0.1022;1.901
107;34.28686322347702;34.27773971502977;45.89396527954419;61.848650908653056;91.09441380075977;0.2179489066748873;0.2209836020796369;7.612697338303048;4.315061144196837;0.104;1.901
108;34.857868077745216;34.854439023082946;106.94363681861596;61.712507834853795;85.07737319536368;0.19859530706868575;0.20176580369723074;4.910745156902795;3.699471474743077;0.1058;1.901
109;34.43505893994153;34.423910304063405;40.42314595911605;61.632122721481316;86.53265253328688;0.22478130452356768;0.22887188010662185;8.000349574519419;5.580803095844813;0.1058;1.894
110;36.68798777805392;36.699453000211584;1432.4488475844369;61.04970328807932;64.34444924889165;0.18329664107577265;0.1808784777546385;0.3371597856701357;1.4107128119954426;0.1094;1.908
111;37.28112098530527;37.293578623378174;1386.2407366412353;60.79659875318603;56.86792541300426;0.1833407449314352;0.18076172092560985;0.4033926465413469;1.4611584119047547;0.111;1.908
112;33.900348747062125;33.893738431264985;28.79541091106853;62.41975169823184;96.81820449169537;0.22927431296120485;0.22586650285378645;10.385859124511217;3.7711507261769057;0.1022;1.9045
113;35.318440695600295;35.326541641211094;253.2638301776363;61.68734369910021;81.9666498885568;0.19122985017830246;0.1894416794442585;3.283836548423856;2.4762215788097546;0.1058;1.908
114;34.8497109477434;34.854439042240216;106.94363602233109;61.79450138355424;85.07737330017902;0.2031286397891049;0.2017658041262384;5.258437063302036;3.6994714773328568;0.1058;1.901
115;34.0569892706728;34.04864872649026;24.482659610493602;62.50360385868805;97.24005784815986;0.22408364436873546;0.2207501610700191;11.01068777717593;3.6916586689516584;0.1022;1.908
116;35.07662046692787;35.08329505496443;174.82586179323076;61.73836756997621;83.85060706139024;0.19518239837758689;0.19362565553803765;4.0586615395459935;2.9477992120271734;0.1058;1.9045
117;33.73930243431676;33.728177801494105;22.950210876845933;62.36003107297757;96.60212876345423;0.2431839040389692;0.23934441797920414;11.367217910770275;4.336598361727281;0.1022;1.901
118;34.469762611175426;34.471413531650235;66.12567766809268;62.07894353749669;90.69304742845327;0.21098193096212287;0.20931526168926445;6.84785655943673;3.6101284609111897;0.104;1.9045
119;34.27942751243853;34.27773971657303;45.893965285961954;62.08641426919272;91.09441379800388;0.22256606348885752;0.22098360213307736;8.109011822753219;4.315061142929154;0.104;1.901
120;34.665066084374125;34.667668901016086;73.55766361183916;62.08501104074606;90.0877317078347;0.20601491969600427;0.2043740001460568;6.45228620313054;3.28561196109082;0.104;1.908
121;36.694015116029036;36.69945299560617;1432.4488460886316;61.067005235527446;64.34444945488582;0.18317160854113373;0.18087847776470206;0.35144785260163985;1.4107128111587892;0.1094;1.908
122;37.288010576604535;37.29357862913813;1386.2407343644595;60.778010223464975;56.8679251503222;0.18309350306166705;0.18076172090355594;0.41779203051671904;1.461158414480494;0.111;1.908
123;37.989436048464405;37.996357272325454;334.96645067916904;60.5586054345355;49.32521065374419;0.1857274767126199;0.1837897658009598;2.558146817861457;2.877991477767198;0.111;1.917
124;38.30217814992305;38.30892853973526;284.02930590309205;60.39622676448782;46.66378706075756;0.18601332941420212;0.18413370812160795;2.830317393920057;3.078580469026149;0.1126;1.914
125;37.191345388240855;37.19744042476199;1081.9096961376076;60.909473631512185;57.819505807006294;0.1836120234097867;0.18119082736387307;0.8882801584686771;1.6577136353440092;0.1094;1.914
126;37.76602111577943;37.7724789826109;666.9017489650711;60.629901040865;51.566384677249786;0.18423397929864885;0.18202191987039296;1.5614679641805658;2.0772862843642232;0.111;1.914
127;37.65771007821525;37.664597923169424;338.88635496115063;60.74462556099888;52.40028962719805;0.1865930259364296;0.18454342699686715;2.549159124237395;2.929663933080228;0.1094;1.92
128;38.695832785384155;38.702348478471826;58.958381856239065;60.27901890306956;41.698480994103726;0.19272754206774026;0.1917310757904804;6.454159736783384;6.035842357445582;0.1126;1.92
129;37.4293258830499;37.43584844633264;664.5445304985022;60.82784645990336;55.01026426458112;0.18463210523717527;0.1822998126547104;1.5701967254968865;2.109958059807471;0.1094;1.917
130;38.20089218388408;38.20810672826115;145.67019243132825;60.48511863491822;46.781648595858;0.1883222604199853;0.18680978081168628;4.0830395830357125;4.192962867687379;0.111;1.92
131;38.505412521281016;38.51236011950718;132.64779639695806;60.3400927800442;44.64902085967348;0.18852365562528706;0.187053170696366;4.3032653303218265;4.3265733525519865;0.1126;1.917
132;36.69348051007535;36.69945299619963;1432.4488452492362;61.064988529363205;64.34444957774842;0.1810305949243549;0.18087847777268;0.33375501649115397;1.4107128105603854;0.1094;1.908
133;37.28695762073292;37.29357862838479;1386.2407330845147;60.78005577542026;56.86792499364993;0.1809406966853702;0.18076172089533168;0.3967661860578511;1.4611584154759123;0.111;1.908
134;36.57880382355717;36.584655826800315;156.6997389352469;60.74266549491885;66.16490121096801;0.18776862429138266;0.18863691202678914;3.9692262239484983;4.171525466507788;0.11415;1.887
135;36.657335966972106;36.66393412613783;414.09217456108007;60.84230501597214;65.18373242229693;0.18366438927853626;0.1841931935526131;2.2151091976383785;2.58462064163714;0.1126;1.894
136;37.19385719489463;37.20189233134101;415.58927098957037;60.56429946627966;58.818214026037076;0.1833171267196527;0.1838681309295552;2.1897446116563506;2.6401239255318925;0.11415;1.894
137;36.089770165691654;36.09386588305635;145.95043972222487;61.02403689468399;70.38242913654467;0.18963892874400265;0.1904870384478587;4.161078997463065;4.26735693484994;0.1126;1.887
138;36.879206672025546;36.88637053484446;255.748080266732;60.64954487924623;62.87674147329156;0.1852144924953224;0.18591920569890755;2.9993491386575006;3.3146142772293725;0.11415;1.8905
139;37.07777683269527;37.085215577073114;157.8833166378421;60.47648469027806;60.87368385406084;0.1877696507975668;0.18855718050671105;3.9672611813694414;4.257968999847557;0.1157;1.887
140;37.402366333446174;37.41089474983712;242.374830027716;60.39504550205326;56.40683468845315;0.18570863155109396;0.18634573486418868;3.1014701091379058;3.4670230354640035;0.1157;1.8905
141;36.36419162340161;36.36961855338949;239.8276494685392;60.934530467415286;68.17608944243109;0.18620814961203594;0.18687928670952506;3.133718681499391;3.349208960892032;0.1126;1.8905
142;37.731593210477435;37.74063263275281;325.0310132885032;60.32428212091217;51.52197318605525;0.18453515035077356;0.18499736168251504;2.5705940499967164;2.9639126393498616;0.1157;1.894
143;36.71263486953368;36.69945299562453;1432.4488435036028;61.08387084092635;64.34444962847242;0.18666394973867176;0.18087847777705104;0.3429452238045533;1.4107128110015543;0.1094;1.908
