;C_p_res_sim (J/mol/K);Vol_sim (mL/mol);dC_p_res_sim (J/mol/K);dVol_sim (mL/mol);eps_val;rmin_half_val
0;41.29314412126568;108.74017610165049;3.327237771970197;0.046356946771129205;0.1076;1.901
1;49.965604161890134;105.88155215771256;3.928877981749944;0.04382376976437077;0.1157;1.911
2;45.61619379675806;107.83293166000061;3.518829663751621;0.051833099234067176;0.1094;1.908
3;52.47179555045534;108.54196593163681;2.759523222452237;0.037809764511815544;0.1058;1.9140000000000001
4;49.71816118200856;108.19223396899926;3.743818030516142;0.04586339509841196;0.111;1.894
5;57.34336486240507;108.54447212055169;4.049483003996732;0.04819569651466604;0.1076;1.9045
6;44.00984894781468;107.47544901004925;3.0435316065333042;0.046403450019149646;0.1094;1.914
7;44.86866173768803;106.07573549797083;3.8478210696600894;0.05331340660880372;0.1126;1.92
8;52.21838369214883;105.57175092318111;3.845526994534156;0.046574650197660966;0.1157;1.9169999999999998
9;51.30962722908637;107.76570462587162;3.0790633274713173;0.04234249268901007;0.1126;1.8905
10;49.47470756617865;108.90916458031015;3.330985720976858;0.05427630898737836;0.10400000000000001;1.923
11;48.713616069573405;106.21777574835524;4.244527757763219;0.04883740060324244;0.1126;1.923
12;49.116466239431226;108.237906040973;3.0902840868932655;0.045661541453014945;0.1076;1.911
13;53.0994385962752;108.92839894048745;4.3874533906688695;0.063024295084758;0.104;1.923
14;49.526889536444365;106.55638618454392;5.074101375181051;0.052774209375562174;0.1126;1.914
15;43.783284292681536;107.0938008701779;2.9645809325756702;0.0412702990743321;0.111;1.9140000000000001
16;53.58890483907785;106.91056053525682;4.195881160228267;0.05590846470807037;0.11415;1.8975
17;43.32438994830468;107.36216593635433;2.1078245926864367;0.03616479617458578;0.11415;1.8905
18;47.75692723667224;106.63631782989215;3.7765712283200665;0.05028899774317708;0.1157;1.894
