;C_p_res_sim (J/mol/K);Vol_sim (mL/mol);dC_p_res_sim (J/mol/K);dVol_sim (mL/mol);eps_val;rmin_half_val
0;53.50327501019375;109.76182013516159;2.1988210857229746;0.030399546993506547;0.1058;1.9140000000000001
1;60.10338430824645;109.80226326123164;3.015464207685372;0.03875365907861147;0.1157;1.9169999999999998
2;56.98656593100895;109.5864202139728;1.9766706644421208;0.02491866859522595;0.111;1.9140000000000001
3;54.65903307515327;107.56461559121311;2.2471955693023156;0.026187123139096928;0.11415;1.8905
4;54.56382901564504;107.84589194460668;2.3092403417560647;0.03246304808819587;0.10400000000000001;1.923
5;55.16856066927244;108.66220406295074;2.2207067896880672;0.028872111239136338;0.1157;1.894
6;55.040713562174716;107.57210264049758;2.2470394152759563;0.02702184406341919;0.1076;1.911
7;52.54685994838577;108.11003946772024;2.610397556457519;0.0343180310661178;0.1076;1.9045
8;57.51607636987031;108.45742060930864;2.50268952752407;0.03158340594514116;0.1076;1.901
9;56.9024175483828;109.87686301237915;2.41946884683149;0.032426102039068684;0.11415;1.8975
10;56.79725681191334;108.14038811472929;2.6670999668448503;0.031154885431089456;0.104;1.923
11;55.583020276039186;109.80774038526346;2.9673262377221636;0.0329771752534104;0.1126;1.8905
12;51.70494747133579;106.86596941163391;1.985699348478977;0.024978476706744468;0.1157;1.911
13;50.984578695334605;106.5931523848738;2.3254422026627224;0.031349440670552835;0.1094;1.914
14;57.98471946047574;109.20937460175993;2.720961276389769;0.03572797425205311;0.1126;1.923
15;52.601882569525166;107.16694473981812;3.0190333547548622;0.03600085719141442;0.1126;1.92
16;57.90339536525851;108.81159219294099;2.581783108849861;0.030150523289417676;0.1094;1.908
17;53.46761107905069;107.32536867259675;2.1808241227920586;0.025781378978139105;0.1126;1.914
18;53.01272546482099;108.97838306073636;2.274330709845559;0.03030104163465296;0.111;1.894
