;E_expect (kJ/mol);E_vac_expect (kJ/mol);Hvap_bootstrap (kJ/mol);Hvap_expect (kJ/mol);N_eff;Vol_bootstrap (mL/mol);Vol_expect (mL/mol);dE_expect (kJ/mol);dE_vac_expect (kJ/mol);dHvap_bootstrap (kJ/mol);dHvap_expect (kJ/mol);dVol_bootstrap (mL/mol);dVol_expect (mL/mol);epsilon values C;epsilon values H-C;rmin_half values C;rmin_half values H-C
0;13425.869259313571;77.91639633601069;26.672977723993487;26.672299111576955;1499.9999999992194;114.71695116434263;114.70482355877671;5.637818624337076;0.2256760621874079;0.0;0.22680001111355544;0.0;0.03865107047911783;0.095725;0.0137375;1.8603;1.449825
1;13262.050781478303;78.32928734381268;27.874246118454927;27.74055108824361;56.43672683607563;113.64818747038368;113.84286787970414;45.94629418844872;0.2255427366859437;0.0;0.2909407463080521;0.0;0.2417297460156343;0.098118125;0.0140809375;1.8603;1.457074125
2;13527.730471195408;77.34517310067693;25.717468958588466;25.69350535007426;223.21551672086184;115.95651940698963;115.94916654492165;14.678521093824624;0.22607674970288366;0.0;0.23357662690896916;0.0;0.13206666471221976;0.095725;0.0133940625;1.8509985;1.449825
3;13388.254030837295;77.35273579046408;26.277788899116725;26.259035008833266;830.1576240745651;115.3523222527698;115.34315130333415;7.840991791056062;0.2257740484111097;0.0;0.22794214048270536;0.0;0.0590888723299681;0.095725;0.0140809375;1.8509985;1.449825
4;13514.44242183413;76.97794096378189;25.381303244799575;25.3793999572077;19.733366008653796;116.21630827948492;116.2011805709657;37.91853458564176;0.22659234454554775;0.0;0.2726703788310763;0.0;0.2511173485664077;0.093331875;0.0137375;1.8509985;1.442575875
5;13653.82511265194;78.08775543751955;25.9311279031464;25.93165721068221;107.54983752634104;116.55658105772837;116.46313098592505;21.662563770327182;0.22545108058168445;0.0;0.2415294116036261;0.0;0.14966183887836834;0.093331875;0.0140809375;1.8603;1.457074125
6;13697.789696341835;77.2357158847416;24.994279593701958;24.90364667892174;25.983114784933157;117.75726607096055;117.578420321833;39.7843149653894;0.22623601331824095;0.0;0.27659971497343244;0.0;0.3320904627763977;0.093331875;0.0133940625;1.8509985;1.449825
7;13399.533742039805;78.51499126408625;27.397245137071053;27.376323359443436;505.35692999986776;113.81071954667871;113.8409552831881;11.05921897765807;0.2257522432563505;0.0;0.2300455967050951;0.0;0.060869841279114476;0.095725;0.0137375;1.8696015;1.449825
8;13425.86925928814;77.91639633601069;26.910317741992788;26.672299111678683;1499.9999999992194;114.7424985773333;114.70482355877671;5.637818624174598;0.2256760621874081;0.0;0.22680001111349105;0.0;0.038651070479110865;0.095725;0.0137375;1.8603;1.449825
9;13355.160494610089;77.45427347226018;26.747725563134388;26.493028243359948;625.5848136008443;114.57328505426624;114.53713326608688;7.810282137015368;0.2259488057822058;0.0;0.2280983800665948;0.0;0.06389266520627403;0.098118125;0.0133940625;1.8509985;1.449825
10;13389.63643425094;77.7373867820215;26.832648642986;26.63817282357141;650.9438244767417;115.21842432275871;115.18041035975348;8.961143063904974;0.22552074513254475;0.0;0.2283515707850716;0.0;0.05830918374680308;0.098118125;0.0137375;1.8509985;1.457074125
11;13797.1492874815;78.06695802416705;25.478433238799948;25.33748498710153;88.69925047500317;117.38715079554052;117.2365063317521;28.506026736924547;0.2255801208431935;0.0;0.2527605357298674;0.0;0.2295662931626939;0.093331875;0.0133940625;1.8603;1.457074125
12;13254.017826374531;78.24673246740663;27.994103717582437;27.690228396521128;201.1142592810536;112.74946108159928;112.84916225101131;12.626776480548267;0.225798672464966;0.0;0.2313784959074072;0.0;0.11409679889988902;0.095725;0.0140809375;1.8696015;1.442575875
13;13652.50144189758;78.37640312524198;26.45549673358261;26.225703852056608;962.0443534035976;115.4762427316118;115.43074846604706;7.102136701164265;0.2257552459745928;0.0;0.227535660159408;0.0;0.051993201674010274;0.093331875;0.0133940625;1.8696015;1.449825
14;13239.208018734473;78.6466004758638;28.410747026021728;28.149338744350793;118.01429664440913;112.79179881505614;112.81838193193781;20.166404968482762;0.22584609191163815;0.0;0.2398195145099881;0.0;0.08766752643629892;0.098118125;0.0137375;1.8696015;1.449825
15;13476.935271041599;78.50869676229159;27.298727416159753;27.060396147524113;792.3564179208541;114.1375276356658;114.10426337698065;8.155471279112529;0.22579411539116065;0.0;0.2281384885550432;0.0;0.050825870584807455;0.095725;0.0133940625;1.8696015;1.449825
16;13283.946967575683;77.45788363073318;27.03441813187387;26.781517955654703;951.6994927989488;114.3307069559177;114.28519579951609;6.6846791217666075;0.22580600579327575;0.0;0.22738362130411824;0.0;0.05017959925591963;0.098118125;0.0137375;1.8509985;1.449825
17;13425.869259285595;77.91639633601069;26.548572225839056;26.67229911168885;1499.9999999992194;114.73540088450798;114.70482355877671;5.6378186237309365;0.2256760621874081;0.0;0.2268000111133146;0.0;0.03865107047911734;0.095725;0.0137375;1.8603;1.449825
18;13604.200347547085;77.79602492859831;25.66188189934297;25.83846308911457;569.1272358118141;116.09937937683092;116.09355738033163;9.939941644919283;0.2257238350250465;0.0;0.2291987976147897;0.0;0.09454306221564636;0.093331875;0.0137375;1.8603;1.449825
19;13193.669026157972;77.19452333778548;26.78597604306265;26.879372480206598;67.11139876501436;113.31876273715258;113.26488066334913;15.036844064053804;0.22623184474435445;0.0;0.2340909115353328;0.0;0.20206331182625975;0.098118125;0.0137375;1.8509985;1.442575875
