;E_expect (kJ/mol);E_vac_expect (kJ/mol);Hvap_bootstrap (kJ/mol);Hvap_expect (kJ/mol);N_eff;Vol_bootstrap (mL/mol);Vol_expect (mL/mol);dE_expect (kJ/mol);dE_vac_expect (kJ/mol);dHvap_bootstrap (kJ/mol);dHvap_expect (kJ/mol);dVol_bootstrap (mL/mol);dVol_expect (mL/mol);epsilon values;rmin_half values
0;12533.8484166709;82.75701577574833;35.01342192538316;35.08148179145705;1703.525095909462;109.93689506180591;109.95363968003558;5.323735085602033;0.14748613209367403;0.0;0.14901554835072225;0.0;0.024507810836943072;0.111102031331;1.88003963316
1;11699.711504176768;77.3704399295779;32.981905221514175;33.03144598592885;1327.4308454618965;110.06881487684605;110.02897962375013;6.114641128347661;0.14757880446850236;0.0;0.1495918611329748;0.0;0.032566688714998286;0.1305122738;1.79031418806
2;11834.108393601473;79.62500219667712;34.69684053786298;34.748516035896806;1168.1098423355118;109.08093828129986;109.08501360804637;6.5391404198488;0.14559627421973526;0.0;0.14792714691845693;0.0;0.03111872687527645;0.123802859878;1.83009792013
3;12425.652914628172;86.56380051704956;39.27172148725853;39.32121262458456;7.174906029212268;108.31865345772492;108.32904903281765;107.24973040012271;0.15680377101647314;0.0;0.4567575922821092;0.0;0.2743805037339855;0.1126;1.92
4;12482.747010202074;87.19243276510397;39.66689858000254;39.721470053119894;6.017065891158931;108.30717571195862;108.31357599769186;111.7891286062129;0.15900542316618993;0.0;0.4745857919211051;0.0;0.2977780728071586;0.1126;1.926
5;12772.242758970591;86.90064812442628;38.322861083605034;38.271651285969256;10.550063778848358;108.80014880622736;108.81982747197686;89.21242460436441;0.1576163562266752;0.0;0.3901084765004603;0.0;0.20452328641448003;0.1094;1.926
6;12714.185446538633;86.28575043999399;37.941926133067156;37.88897885928496;13.332890999594754;108.83754003836316;108.8593520247538;83.16463650360511;0.15557834411731655;0.0;0.36724151419734863;0.0;0.1866138297696128;0.1094;1.92
7;12623.694571378039;87.04673270909849;39.01511664378512;39.01195533695688;8.4497747947688;108.53447666846156;108.55531316289414;96.16590304054282;0.15830250811317936;0.0;0.4159636754067049;0.0;0.2546079806069957;0.111;1.926
8;12593.601378617524;86.73341495977645;38.824249707128075;38.819009351958364;9.274108697273931;108.54277019291504;108.56528067315752;93.47235204444077;0.15721152654902898;0.0;0.4055967877519024;0.0;0.2439881729947785;0.111;1.923
9;12741.844208477236;86.59079651437058;38.13551691784895;38.08339214898388;11.757706117077467;108.81634301705795;108.83694532427343;86.54901765130926;0.15656685696943107;0.0;0.3799538135040482;0.0;0.19614869718839284;0.1094;1.923
10;12566.51050725519;86.42495854532993;38.62722791702203;38.61891505670389;10.33925664309429;108.55457286203163;108.57880797308678;90.09896967649357;0.15618328010757704;0.0;0.39278290049651865;0.0;0.231997094550781;0.111;1.92
11;12452.623508791408;86.87565817118532;39.47227954211552;39.52518880220312;6.522180456324311;108.31173550549332;108.32013679766659;109.83552205954956;0.15787233448420487;0.0;0.4668459546061547;0.0;0.2868107523013999;0.1126;1.923
12;12533.848416338584;82.75701577574833;34.79628380780464;35.08148179278632;1703.525095767377;109.91519695672329;109.9536396799564;5.323735086544287;0.14748613209367373;0.0;0.14901554835126055;0.0;0.024507810853044102;0.111102031331;1.88003963316
13;11699.71150494415;77.3704399295779;32.82627744364603;33.031445982858926;1327.430846917941;109.9861063488477;110.02897962754787;6.114641114383905;0.14757880446850427;0.0;0.1495918611238443;0.0;0.03256668865113267;0.1305122738;1.79031418806
14;11834.108393212595;79.62500219667712;34.51952243871009;34.74851603745277;1168.1098438670876;109.10139768208674;109.08501360348744;6.539140418435108;0.14559627421973548;0.0;0.1479271469174573;0.0;0.031118726805003237;0.123802859878;1.83009792013
15;12353.25126685917;85.36429478536121;37.58057302884022;38.41130638553476;13.147319362193393;108.75181888320823;108.3993305918027;87.44090541457489;0.15312699696063506;0.0;0.3818147046326765;0.0;0.2076909578906072;0.1126;1.908
16;12098.460236098566;85.26423480772857;38.22223259288877;39.33045147713247;6.706553510267347;108.37455320555826;107.99392279038496;113.31282181501032;0.15310533137088686;0.0;0.4784119274362729;0.0;0.2019938217927081;0.1157;1.9045
17;12097.07390461775;84.92771343336472;37.99757977026773;38.999473571242405;8.89947090487092;108.32189246316257;108.0123133793692;105.85600892482908;0.1521976416069438;0.0;0.4499467040079072;0.0;0.179578846203676;0.1157;1.901
