;E_expect (kJ/mol);E_vac_expect (kJ/mol);Hvap_bootstrap (kJ/mol);Hvap_expect (kJ/mol);N_eff;Vol_bootstrap (mL/mol);Vol_expect (mL/mol);dE_expect (kJ/mol);dE_vac_expect (kJ/mol);dHvap_bootstrap (kJ/mol);dHvap_expect (kJ/mol);dVol_bootstrap (mL/mol);dVol_expect (mL/mol);epsilon values C;rmin_half values C
47;12602.09355754414;84.96947921421777;37.043407198705026;37.0212513070757;14.11246797359822;107.14020354103504;107.11561351972031;50.43893821380209;0.2541189758341761;0.3150922220246347;0.32447162869970186;0.12486931708947048;0.11792352075378715;0.1076;1.9080000000000001
48;12780.814431025618;86.90178619942922;38.25368276315119;38.23849051825172;848.0000000002698;108.93993284214287;108.9401690597967;7.705138577430164;0.25290375756557915;0.25720534493398745;0.2547748362206708;0.03491171343585713;0.035036034624242145;0.111;1.923
49;12815.521582051855;83.87090275668571;35.17219436372301;35.068618295243525;6.5608161706383825;110.4662128577539;110.5260716310866;72.38975700659597;0.25876139281224714;0.3965859098888607;0.38833218963888666;0.2027150227210512;0.19503040954288656;0.1076;1.8940000000000001
50;12893.059107502055;86.45333047533205;37.35701311861793;37.34098461898196;411.502022214468;109.64734099654396;109.647785563025;11.846913236579384;0.2529595712079505;0.26001208181909624;0.25735993150898057;0.05361296534215386;0.053167813144551296;0.1094;1.92
51;12908.643163004412;86.75890004740688;37.59933468968266;37.584230947989276;591.3149071865854;109.51967499932194;109.51928118782769;9.843219440681489;0.2528911006604393;0.2584704167262614;0.2559377508707417;0.049257387308943065;0.04871331568000422;0.1094;1.923
52;12722.743035157273;84.3086984129165;35.922284145509785;35.8775627854103;16.394386573922276;110.15423183029004;110.18303838715624;52.30935463520974;0.25691237298478026;0.3308740527953604;0.3313370866911265;0.17169318280606066;0.1733827074859478;0.1094;1.8975
53;13248.29101232097;84.9774309417622;34.53665390959929;34.44401718236747;5.907691980446737;111.01898956893835;111.03673377093088;58.74280224592689;0.2555856910809722;0.3661876787770728;0.3471822499682836;0.141187209243051;0.1238361982993832;0.1022;1.911
54;13146.975375680395;86.13814097294834;36.035308414734466;36.01002531530226;54.63820799218415;110.67381492518436;110.68470222291614;29.552777944125253;0.2532617013825549;0.281327862020937;0.2794912458615343;0.1293357690086986;0.1323217408643633;0.1058;1.92
55;12491.565386986917;85.65209367415244;38.162767301393416;38.145825416982994;159.74339347519975;108.63059677727459;108.63078437415298;15.060063771270055;0.2534936344534352;0.2635824387058127;0.2605530868734494;0.0600429319280563;0.0611588874098968;0.11415;1.9080000000000001
56;12575.139146371586;87.01921537536558;39.173208959258645;39.17862083280419;848.0000000002698;108.94160172760328;108.9401690597967;7.769609507182682;0.2529811375438564;0.2594236646123919;0.25488296387913256;0.03632001559828015;0.03503603462425036;0.1157;1.92
57;13109.547988049648;83.9366797621565;34.15586451764246;33.958235773589145;1.966406351895949;111.05290901998792;111.05976602738298;48.61447263671149;0.2602779807220797;0.4717877321916366;0.3248976739101481;0.16585595153715327;0.08136449048421851;0.10400000000000001;1.8975
58;13216.046471733503;84.10613989416694;33.869615657040505;33.701694658738035;2.063340602385664;111.16050631663315;111.13216331567351;42.589251927301405;0.2597701800451325;0.4519128380536146;0.31064780165589745;0.195768328873415;0.12418813614165715;0.1022;1.901
59;12669.34824535166;84.88369531426244;36.696483346602996;36.66611653202744;16.127273431226474;110.37304591900629;110.40396859759457;53.43262121319145;0.25577986082864185;0.3335272387916749;0.33332275287838203;0.14926315470165522;0.14868148942141474;0.1126;1.901
60;12697.44415490361;85.21375551706424;36.9009238940795;36.88379745027835;24.621127480160546;110.33819414520323;110.36086308355443;44.747013885069755;0.25494117544335904;0.31284082253258505;0.3114991607253064;0.12903241030992782;0.12910780982078107;0.1126;1.9045
61;12885.972817344096;84.96884801076371;35.95205404493582;35.88473050095801;7.613918027813544;110.76761818319065;110.80436068618977;63.032088659384925;0.2558250034754788;0.3700784941161973;0.35918677560276835;0.13966209983838382;0.1222488766033492;0.1094;1.9045
62;12814.415561230122;84.01782323309135;35.37583261097508;35.21993345726105;3.3971503033356925;110.74344602928429;110.81713772087221;73.450334484082;0.2591624672342923;0.4472198673395048;0.3917708651523294;0.1783355636543447;0.13505423190439794;0.1094;1.8940000000000001
63;13085.079401922814;83.63720767318624;33.98459289767062;33.756639892515174;1.7217274947162264;111.02562617321414;111.04131663169446;44.9832668117996;0.261738494384513;0.493047507557967;0.3176207615574067;0.163447128849701;0.06312643775657281;0.10400000000000001;1.8940000000000001
64;12728.923736919787;85.79043451307464;37.32971297687012;37.33470160832046;848.0000000002698;108.94246574584787;108.9401690597967;7.6513959221732435;0.2526380263545376;0.2609986645177291;0.25448511572538696;0.03525711263704179;0.035036034624240514;0.1094;1.9140000000000001
65;12242.435765276226;85.02611051351262;38.50907505541361;38.51644825098919;149.83414395036428;107.77045131793749;107.76437048064024;18.71054290166449;0.2526774402145188;0.26965126539675144;0.26352844150826943;0.06489259822032963;0.062317471545873485;0.1157;1.901
66;13260.046811857237;85.18665988582734;34.627597253448855;34.60620329106166;19.921532528418624;111.17683808478607;111.23116174980323;34.007267733262445;0.2528594405393907;0.29213462912670296;0.2871268110501464;0.26582444620266205;0.28265967301573264;0.1022;1.9140000000000001
67;13048.189624919802;84.46363883641129;34.75361698641208;34.73066294828693;23.47011218692595;110.69784201441877;110.71671727887792;42.85802446124517;0.2536568851904823;0.3065504727749188;0.3061548296452095;0.11487663877532965;0.11673881654032615;0.10400000000000001;1.9045
68;12737.709179043422;86.08713625910431;37.59064933474274;37.59627850713367;730.000994961884;108.775618561101;108.7726316529483;8.01842757031788;0.2527672471093297;0.2614831584929023;0.2547940425463384;0.0386562515283435;0.0379214242917804;0.1094;1.9169999999999998
69;12912.184196600734;84.28785947657795;35.11818082078643;35.09893417443936;31.320501393493913;110.41249207702452;110.43084886800037;39.546004604025505;0.2538599192168833;0.3000227250556933;0.2991104184104002;0.11404801544344174;0.11485850853726212;0.1058;1.901
70;12471.480943244682;85.46399995185834;38.03178234612536;38.03811147004966;449.8883834370304;108.21901995569763;108.21493891043924;10.734495651365043;0.25260445375578555;0.262444031603618;0.25622779011776536;0.04659220768251305;0.04553164677729042;0.1126;1.9080000000000001
71;12886.043828374592;83.97826355437427;34.925412122694375;34.89389570316184;19.94468288083616;110.44475252804571;110.47067043619148;47.8498274818596;0.2544873233637113;0.3170265079689079;0.3184297312849084;0.12968600133757838;0.13009660116231134;0.1058;1.8975
72;12629.331246172536;84.02953345898717;35.97274140588455;35.972170517222;848.0000000002698;108.93849249293613;108.9401690597967;7.574977224083095;0.2523190832282329;0.25650164215365434;0.2541318639068779;0.033369337298545694;0.03503603462424523;0.1076;1.8975
73;12762.176500526792;83.59349976943966;35.00596065516246;35.00467550929265;372.8622727468282;109.73284836609484;109.73522811722816;12.296208881767399;0.2522966144264803;0.2596337458260085;0.2570461626440181;0.056430562689144134;0.05698540946120299;0.1058;1.8940000000000001
74;12447.975960519243;86.11068211343547;38.86490091681664;38.77893992892059;5.481854573522383;107.00514409526438;106.96378651388746;68.53797134010907;0.25602501604312994;0.382104898709568;0.3751107372742004;0.1433314901534397;0.11367933278291545;0.11415;1.9140000000000001
75;12963.758289637073;85.54710961712132;36.157890760826525;36.152006555368146;72.28115456633837;109.24862459781654;109.25646737506048;21.70380001616297;0.25394702278509584;0.2708070705076025;0.2683765442456361;0.1188125434791583;0.12427630947482365;0.10400000000000001;1.9169999999999998
76;12570.161335010449;85.42199541178158;37.60881692907907;37.60143287227314;54.286359210827854;107.75175415147085;107.74454917465441;25.48894611269059;0.2540222541863823;0.27671960628050113;0.27371935944639897;0.10904710774707052;0.113255234749734;0.1094;1.911
77;12670.098205140932;85.27488015568959;37.05810420649036;37.054520947394955;119.4147050909405;108.23204233896635;108.23156169226955;18.439706868052273;0.2536467006180293;0.2669982641083486;0.2641533899662163;0.07811489432273913;0.08053142678995795;0.1076;1.911
78;12397.245903371235;83.32203186118987;36.193508200951655;36.193051083476796;398.6997495759761;108.53616294787764;108.53627948645688;10.622854622096355;0.2523295109322194;0.2582333785743555;0.2558822048362417;0.043122607007036164;0.04361856219669491;0.110623;1.8869999999999998
79;12809.808092504229;85.41270111758614;36.63812776306615;36.63345557102013;107.30819387420469;108.69181525842356;108.6948173178056;20.065598629613856;0.25379703518348673;0.2687414372361208;0.2661860009654861;0.07918513870443245;0.08178577581855627;0.1058;1.9140000000000001
80;12659.618599993195;85.19029091168838;37.02055014551031;37.01177855464056;848.0000000002698;108.93998467785694;108.9401690597967;7.634275263353539;0.2525219230899577;0.2571942425603878;0.25436162484604263;0.035039385174318725;0.035036034624239515;0.1095;1.9080000000000001
81;13198.878963365127;84.60724393420347;34.29126197953323;34.27145559609982;18.56312630282836;111.22751247595005;111.26222418948116;34.29743619876057;0.2527034120330966;0.2915766507576546;0.2875413733917513;0.2919110479820441;0.2940305272617817;0.1022;1.9080000000000001
82;13193.148381647306;86.18034463221477;35.896536356804255;35.867539399205924;22.071186035746504;110.60660396845915;110.66045960026331;45.553032125015;0.2531584381645091;0.3114992462452428;0.311914181117694;0.4059446025989896;0.41958541628432905;0.10400000000000001;1.923
