;E_expect (kJ/mol);E_vac_expect (kJ/mol);Hvap_bootstrap (kJ/mol);Hvap_expect (kJ/mol);N_eff;Vol_bootstrap (mL/mol);Vol_expect (mL/mol);dE_expect (kJ/mol);dE_vac_expect (kJ/mol);dHvap_bootstrap (kJ/mol);dHvap_expect (kJ/mol);dVol_bootstrap (mL/mol);dVol_expect (mL/mol);epsilon values;rmin_half values
151;12408.686570999023;85.38459327892018;38.354403173600296;38.20994147307139;3.1357497105000083;107.75365285561571;107.62892923467281;47.47839143854426;0.14710226844318922;0.0;0.2402212406468757;0.0;0.6729269648929853;0.11415;1.908
152;12295.255958736288;85.16065868460461;38.66319146806522;38.43976086233099;6.029367245857995;107.42378805327684;107.31670622237664;66.83845215642332;0.14688094106374033;0.0;0.3050443924015768;0.0;1.0618189141913037;0.1157;1.9045
153;12470.07603376215;84.92066043466069;37.672285682390715;37.500421632359426;4.3835408505934685;107.97303231934714;107.91749755078163;231.5572462597896;0.14651824964626425;0.0;0.9377462856309832;0.0;5.989965066858496;0.1126;1.9045
154;12367.757886596964;84.70328264100368;37.90802750206071;37.69234007143135;6.184345140094504;107.7886964223122;107.68339786583721;216.89102821073533;0.14634803918722686;0.0;0.8798214463482502;0.0;7.268887395860518;0.11415;1.901
155;12490.99810439833;85.26090504434534;37.88706637305718;37.756986437703354;2.5143820225366746;107.96055960835531;107.8335549373767;84.72196953100466;0.14689489207351136;0.0;0.3693550226608132;0.0;1.7007838133996698;0.1126;1.908
156;11575.245583123056;85.99176682697706;42.11319169862132;42.15116102066525;837.0013732473777;104.83896356502079;104.83637445134492;7.720211552846084;0.14845361351863168;0.0;0.15163146783531622;0.0;0.02873352531398972;0.124483041163;1.90601304086
157;12174.08118913722;80.64523889018417;34.311535078607896;34.408800838406904;1685.1830999230265;109.6802168365243;109.68609137026155;5.458130024776944;0.14700901539826128;0.0;0.14862136303194812;0.0;0.026622336140212463;0.11721479634;1.85079233717
158;12046.714276067209;79.53188104368039;33.739784044906266;33.804888258492426;1846.2420041778312;109.92069581523636;109.9077318723995;5.209511257167706;0.14885750157295413;0.0;0.1503089481775872;0.0;0.026370184722368763;0.120383091103;1.83324791999
159;12540.840600966685;85.85879208407907;38.679516855950865;38.15549869584531;1.8059333438100509;107.09560051933428;107.88103333691481;29.49789739749086;0.1476940198197577;0.0;0.18903845990868726;0.0;0.24656507006909195;0.1126;1.914
160;12691.950228850119;85.58951341821889;37.87913556380474;37.28175521239649;1.4346416311655248;107.21411799185326;108.14148932557114;136.22654891633422;0.14718911323187606;0.0;0.5644355089475536;0.0;2.1380735300737603;0.1094;1.914
161;12490.998113057214;85.26090504434534;38.320446411028186;37.756986403063344;2.514381791393276;107.09693236446616;107.83355498161627;84.72195600242861;0.14689489207351314;0.0;0.3693549730102719;0.0;1.7007840669098082;0.1126;1.908
162;12679.034516308604;85.29472277877959;37.709023762426646;37.0386034726229;2.1619201733675;107.20030387859525;108.37862299291315;466.93656166998085;0.146826264117741;0.0;1.8735086281903648;0.0;7.579801433050486;0.1094;1.911
163;12574.111639910983;85.13287669766335;37.92091861809717;37.296473724702736;2.7045288396245986;107.15523254948073;108.13280511579019;280.4299223348227;0.14669534205413315;0.0;1.1312713604577171;0.0;5.4783891581040844;0.111;1.908
164;12592.218948717924;85.42630907869807;38.103150025592015;37.517488745081174;1.7488995223660002;107.16012029208453;108.01523510096392;92.31677314169838;0.14704033367062908;0.0;0.3974658126712754;0.0;1.6227881213090525;0.111;1.911
165;12691.357959831746;85.00448839128079;37.525407064430546;36.69901226829274;4.984963267007876;107.19224153478012;109.00280852548882;761.8773466375682;0.1465107849566918;0.0;3.0510294228357644;0.0;12.786425844705553;0.1094;1.908
166;12514.757577002734;85.55752333913385;38.504370982476686;37.958564371784185;1.9713054748125067;107.09443630336763;107.85801325456792;35.189409819044506;0.14726968045548347;0.0;0.20371812425076;0.0;0.4801914044589245;0.1126;1.911
167;12618.344434947589;85.72434493300365;38.273151969555244;37.71102364266355;1.4884757621009388;107.17060455036342;108.00545098768488;28.72074455769289;0.14743377581684455;0.0;0.18690858340188865;0.0;0.3973391098360121;0.111;1.914
168;11575.245583191394;85.99176682697706;42.10091817983964;42.15116102039189;837.0013732473869;104.83966881430344;104.83637445134481;7.720211556706383;0.14845361351863232;0.0;0.15163146783846154;0.0;0.02873352536146882;0.124483041163;1.90601304086
169;12174.081189995557;80.64523889018417;34.31783428450867;34.40880083497341;1685.1831039859862;109.69431895990922;109.68609137174109;5.4581300179517305;0.14700901539826106;0.0;0.14862136302793738;0.0;0.02662233584128758;0.11721479634;1.85079233717
170;12046.714275343966;79.53188104368039;33.70827835416065;33.80488826138554;1846.242007603716;109.94316032155237;109.90773187115988;5.209511248586578;0.14885750157295405;0.0;0.15030894817282853;0.0;0.026370184851704417;0.120383091103;1.83324791999
171;12691.950222739017;85.58951341821889;37.85128209561186;37.28175523684989;1.4346415516375441;107.1524533429738;108.14148923687584;136.22642098990625;0.14718911323187614;0.0;0.5644350149466467;0.0;2.1380712662368886;0.1094;1.914
172;12718.604209647085;85.88891066113054;38.06093791060739;37.47454157919917;1.276988304371012;107.16694601505196;108.09151824787699;32.07710778824971;0.14760081391573768;0.0;0.19557365863503004;0.0;0.4621078777545937;0.1094;1.917
173;12749.329094589455;86.19296513950508;38.25217461383985;37.6556977171421;1.260879656673096;107.18950892353516;108.07964361531549;15.689558388067114;0.14806292114367964;0.0;0.16081425518054318;0.0;0.1302543981489148;0.1094;1.92
174;13012.781124682993;85.57665053974783;37.12910652736048;35.98536547558011;3.53230686592748;107.22888935851871;110.1541132252973;1670.01004387581;0.14703841626577638;0.0;6.681658633659898;0.0;22.259765499831303;0.1058;1.917
175;13068.509908105501;85.28470924086528;36.911719281146176;35.47039223566557;3.084446279303794;107.21541969640032;111.31062156151651;720.0369184350733;0.14669693758334446;0.0;2.8838813353843564;0.0;9.612277221116509;0.1058;1.914
176;12818.18469022079;85.43736185265598;37.38067901801836;36.624585116458285;2.4442259764460967;107.19082016266607;108.94034964890342;1055.234140978803;0.14693281076923534;0.0;4.223493467156863;0.0;15.144436749938688;0.1076;1.914
