;E_expect (kJ/mol);E_vac_expect (kJ/mol);Hvap_bootstrap (kJ/mol);Hvap_expect (kJ/mol);N_eff;Vol_bootstrap (mL/mol);Vol_expect (mL/mol);dE_expect (kJ/mol);dE_vac_expect (kJ/mol);dHvap_bootstrap (kJ/mol);dHvap_expect (kJ/mol);dVol_bootstrap (mL/mol);dVol_expect (mL/mol);epsilon values C;epsilon values H-C;rmin_half values C;rmin_half values H-C
0;13505.01775495422;114.17300342732464;62.169187365810735;62.613058220040294;323.9999999997753;107.38551430975522;107.31868779660655;12.459659029495949;0.2363328696706052;0.0;0.24153077433073306;0.0;0.03424000156512192;0.13675;0.019625;2.0034;1.56135
1;13864.015736291023;112.93938103026022;59.72879853424228;59.943342320598276;15.579166215960774;108.09512100101273;108.32440096882662;66.99220513454557;0.2406197278739155;0.0;0.36014600144412884;0.0;0.11437799562489885;0.13333125;0.019625;1.993383;1.56915675
2;13359.021657655696;115.21058986684264;63.89895684810086;64.23470875397577;20.831894132681416;106.58600107869715;106.52952716929632;28.682180578098592;0.2355803897701325;0.0;0.26203205895039017;0.0;0.12130175247307674;0.13675;0.020115625;2.013417;1.55354325
3;13205.626207444391;112.67488683575282;62.00864112895502;62.31250990788978;46.909798597184285;107.33371347987743;107.29800084615331;23.75731669297843;0.2413365567530271;0.0;0.25937211723253306;0.0;0.053384844849144485;0.13675;0.020115625;1.993383;1.56135
4;13953.330835201585;115.39179866333595;61.5265021498285;62.03855722326654;71.34886834950373;107.7973609434858;107.75345805014324;31.40354136226479;0.23469832832905346;0.0;0.2661995941137225;0.0;0.048902088724575264;0.13333125;0.019625;2.013417;1.56135
5;13834.356158296523;114.992995706604;61.551101767031504;62.11563772889432;28.922929042091717;107.93034928666764;107.90440122364522;26.18937846794704;0.2338093513992525;0.0;0.2562048975847551;0.0;0.056076510457393335;0.13675;0.019625;2.0034;1.56915675
6;13765.37895314204;113.60164650598178;60.62055020018903;61.000204696714924;78.29776060844391;107.74367847131091;107.83165048184715;23.204563200918013;0.2409592012426477;0.0;0.2582180566336885;0.0;0.073198803104527;0.13333125;0.019134375;2.0034;1.56135
7;14022.318632285414;115.26415212306192;61.184108364669655;61.634955564421844;78.72005029035496;107.80011066936058;107.79237127157637;28.55374318187457;0.23563368183729455;0.0;0.2618554793098128;0.0;0.0570740748028191;0.13333125;0.019134375;2.013417;1.56135
8;13423.62941347225;112.14296987800202;60.665132886989525;60.90855164680225;19.612902503557414;107.48574505373816;107.57997337375849;35.86072712143989;0.2490508009734515;0.0;0.2874059316842886;0.0;0.10238898319319023;0.13333125;0.019625;1.993383;1.56135
9;13505.017754965997;114.17300342732464;62.6805563171595;62.61305821999319;323.9999999997753;107.29562621728421;107.31868779660655;12.459659025347488;0.2363328696706052;0.0;0.241530774327309;0.0;0.03424000156512022;0.13675;0.019625;2.0034;1.56135
10;13385.018591135891;112.25777709624408;61.197513702911436;61.17779699821718;27.262125717032532;107.78456180034831;107.63102458768827;35.86146065290055;0.24530190600077986;0.0;0.2841649784002141;0.0;0.09852663512966592;0.13333125;0.020115625;1.993383;1.56135
11;13480.686767504807;113.64386307178906;62.25541019382269;62.18121258883873;129.68884759556423;107.66300929802227;107.6080488225604;18.779597569960526;0.237236566078436;0.0;0.2488452548639157;0.0;0.04986438138776151;0.14016875;0.019134375;1.993383;1.56915675
12;13889.671391971264;114.84922244187293;61.89707655013834;61.75059629500322;56.12030252207047;108.00018189723757;107.97602955084791;26.020635930838786;0.2344865940987743;0.0;0.2565485114936297;0.0;0.053894146099471234;0.13675;0.019134375;2.0034;1.56915675
13;13017.054615450872;113.09168905809892;63.55507253409811;63.483636678391676;100.43976615245536;106.89363813693424;106.91997924506978;19.70457252238944;0.2383400611534072;0.0;0.2510344749901441;0.0;0.05452356495243757;0.14016875;0.020115625;1.993383;1.56135
14;13427.862885338865;115.10073608091022;63.849682101767065;63.84949081407872;16.77471585178806;106.42723894035105;106.52203441613452;28.012285952188677;0.2367097714635702;0.0;0.2618902952849795;0.0;0.15010473645786718;0.13675;0.019625;2.013417;1.55354325
15;13434.980473489091;112.86796960797442;61.67670247613887;61.5881950143947;9.161163710245349;107.29167827826912;107.105936864566;52.931039670697785;0.2503802883204681;0.0;0.3278984723966599;0.0;0.07048968072302701;0.13333125;0.019134375;2.0034;1.55354325
16;13630.304482235259;113.36069734430416;61.35929066327782;61.2995385220376;41.953357713056846;108.08265474365066;107.97914183683207;34.78036804989319;0.23767625674204435;0.0;0.2753993229877315;0.0;0.07423377502203023;0.13675;0.019625;1.993383;1.56915675
17;13462.350830884348;112.03046608055651;60.70165557206499;60.64116903260082;13.363326269602489;107.68197743793093;107.51212295336988;34.21300846074561;0.2536459333991896;0.0;0.28820953976041186;0.0;0.10478294012139804;0.13333125;0.019134375;1.993383;1.56135
18;13505.017755048413;114.17300342732464;62.75199571042119;62.61305821966352;323.9999999997753;107.28865404601778;107.31868779660655;12.459659026730256;0.23633286967060504;0.0;0.24153077432845016;0.0;0.03424000156512005;0.13675;0.019625;2.0034;1.56135
19;13441.427892665994;114.29653753182501;63.13401731361265;62.99095052735776;223.9663362705232;107.29381298959817;107.33102775525008;13.705963991338148;0.23495031661491414;0.0;0.24126190431550495;0.0;0.036493901510117804;0.13675;0.020115625;2.0034;1.56135
20;13043.236703956487;113.75537274985413;63.97810670891919;64.04263145863068;9.178230683954123;106.5458052535513;106.52945938121464;38.24001997981241;0.2423550566303372;0.0;0.2865881358763687;0.0;0.09994350165300316;0.14016875;0.019134375;2.0034;1.55354325
21;12912.221091366355;111.9108249389808;62.67443305061077;62.72210792084749;7.499705040313273;106.99144804163168;106.90745215734256;43.594997058224074;0.25073616580737546;0.0;0.3054128438992918;0.0;0.0878706324407622;0.13675;0.020115625;1.993383;1.55354325
