;C_p_res_bootstrap (J/mol/K);C_p_res_expect (J/mol/K);N_eff;Vol_bootstrap (mL/mol);Vol_expect (mL/mol);dC_p_res_bootstrap (J/mol/K);dC_p_res_expect (J/mol/K);dVol_bootstrap (mL/mol);dVol_expect (mL/mol);epsilon values;rmin_half values
59;68.76544128892081;70.45484549911662;149.5852713317611;108.27760696142137;108.26846073439735;9.71174007726181;905.6892087447528;0.10046766277910957;0.10170368169242296;0.1094;1.92
60;58.07446816383633;57.988288092727366;1083.000000000033;108.813110515444;108.8121340337618;2.4804594562300206;220.87620652096328;0.029552895847396107;0.029597236855585227;0.1094;1.908
61;72.8264524893693;79.19744656742475;18.67000184508696;107.47281457349243;107.42167181278204;11.304826856104356;2172.4179488640707;0.20897610041579956;0.2050197553379684;0.1126;1.917
62;69.28878433321634;70.45484488538331;149.58527554487438;108.27821717942665;108.26846074584431;9.909932943995077;905.6891975396001;0.10137850540782194;0.10170367978807113;0.1094;1.92
63;71.00027894515114;73.23773717416407;89.1887053135169;107.93519627216585;107.91857403333782;11.104664057823452;1207.4010129116973;0.12829242314317554;0.12914396155101868;0.111;1.917
64;61.03854544325854;61.101021283284595;632.1197078822261;108.54524633571249;108.54215932671127;4.162627267111623;331.5089681814658;0.03934930518379004;0.039225398738067636;0.1094;1.914
65;64.45073403804355;64.79939063864451;335.7611411865065;108.4145750036814;108.40937747643228;6.641170249376856;533.9799200112758;0.060578960618393025;0.0602468821583793;0.1094;1.917
66;65.46871356316485;66.19616481483138;242.55755038406303;108.07832503982135;108.07085715649481;7.870542934148769;687.6181281391607;0.0762468976067518;0.07591977165917749;0.111;1.914
67;71.16045394559026;74.43830495003944;52.15645356508625;107.62591432659788;107.6019117104519;11.172446202215452;1464.2943166252985;0.14370856541362192;0.14367232977820354;0.1126;1.914
68;74.77653630723212;79.90853713645745;31.94175768359504;107.77886565479791;107.74172110867019;12.514335548197055;1901.5897616613024;0.19878601875867294;0.20186125690226195;0.111;1.92
69;68.81434741345295;77.21009220233141;7.96674752030412;107.32568198730296;107.23241572372568;10.2082954703275;2696.254122442089;0.2728532763226973;0.2492925036642066;0.1126;1.92
70;58.0480507065531;57.988288086762935;1083.000000000033;108.81338964066471;108.8121340337618;2.5681418986211093;220.876206509034;0.028394712233226906;0.02959723685558186;0.1094;1.908
71;62.07152181553555;62.952331195885364;84.83371494451299;110.07285867676859;110.08399457262422;9.837383335174193;988.9773241756108;0.09297640076214182;0.0953725767661998;0.1058;1.901
72;63.79131949902952;65.82429235565276;25.80094991398599;110.20177100988856;110.22558581090449;14.389893175286105;1574.8695355149946;0.1485556116098952;0.14883728462853196;0.1058;1.894
73;55.552137286052044;55.476094509458974;7.263581771377991;110.70431780031923;110.74340423699087;18.882421986169533;1903.3900886983402;0.14644106036712232;0.11707280549566836;0.1022;1.894
74;62.77456461191343;64.37144933795275;18.976796850463856;110.46066716987005;110.48910316811052;14.805326916298034;1639.8063346409006;0.13410764225259672;0.1290985859467671;0.104;1.8975
75;57.521881776398274;58.17514763993557;9.997697885768893;110.68663401495151;110.72065480382814;17.00795726661321;1814.0016836669854;0.1352070670228658;0.1179290177118934;0.1022;1.8975
76;61.91036996080429;63.41384197466635;12.459390615860936;110.49422820680829;110.53050810702221;16.971080051888613;1820.9156790742447;0.15405739802199284;0.14064985168585095;0.104;1.894
77;63.259564948411686;64.73923082600197;44.368152036045586;110.1488116375614;110.1659901319618;12.097063260004205;1295.0328729903524;0.11905261861469912;0.12121232053392965;0.1058;1.8975
78;62.912521665014296;64.29494754210437;32.20014835870565;110.410494810366;110.43125611199177;12.652078977167738;1396.8648230191816;0.11416692471940615;0.11439471402213038;0.104;1.901
79;59.15599824253304;60.2871268471665;15.043726529994768;110.65784951541158;110.68601328393775;14.97212954024608;1675.6049346741684;0.12274728572386295;0.11515781633548584;0.1022;1.901
80;57.91285938213171;57.98828808688806;1083.000000000033;108.8114798566213;108.8121340337618;2.505401841023936;220.87620650860347;0.02943309436038642;0.029597236855579943;0.1094;1.908
81;54.66014615495482;55.33435658133863;92.46902893601792;109.39001778521096;109.39190484350719;7.983751531435383;721.0322129729269;0.08633544806112936;0.0864436912150183;0.1094;1.894
82;55.24231905969817;55.55551759644489;229.2872259467722;109.27705399421663;109.2784005609166;5.598737399435789;490.76249460366114;0.06071320556240035;0.060415054987711984;0.1094;1.8975
83;57.45513241100821;57.6196773541061;461.8289592397435;108.13240096259396;108.13359601496089;3.741009352218967;385.6731418594594;0.06803405845696728;0.06953946925834556;0.1126;1.901
84;56.37583150752747;56.39745275846877;688.1540605796213;108.64143882085764;108.64180962596492;2.8948106182685764;272.0576083449446;0.039947163325974325;0.04046225741205196;0.111;1.901
85;56.952517763453635;57.19095647389482;176.32649438197845;108.4586226717868;108.45854234934386;5.867992028087231;590.9483941655557;0.08542872260012213;0.08760380464301064;0.1126;1.894
86;55.107629816287464;55.17420606815642;351.7215403412516;108.8048031584456;108.80481887704495;3.779020403179587;365.47238029022134;0.04900013522454133;0.04914680565709716;0.111;1.8975
87;56.04108435216795;56.14165226975347;513.0739631926133;109.13559268473864;109.1361662963457;3.845697507069208;328.23974816821635;0.043432170621186865;0.04315954130724599;0.1094;1.901
88;57.84143765264759;57.99465533948425;336.6488675631572;108.28534596120623;108.28571835348262;4.844823093727451;473.4800573035916;0.0798713247692787;0.08204570690160075;0.1126;1.8975
89;53.16443399207426;53.41768732974577;131.2856785231287;108.95499137099735;108.95492551923374;5.104648053664271;546.5316249215393;0.06225420351828765;0.06215007221870615;0.111;1.894
90;58.042275078157004;57.98828809662721;1083.000000000033;108.81251336130173;108.8121340337618;2.5199304378264387;220.87620652846766;0.02968754625508468;0.029597236855575363;0.1094;1.908
91;68.64976556254105;75.26006157790046;13.812723706758131;107.2347695149808;107.17676785739972;10.894432232305913;2190.6743011987887;0.19057746548570634;0.1809279236218113;0.11415;1.914
92;47.832512295337686;49.9410870146701;3.3020540586291056;106.85343784028778;106.7492292867986;12.256859410266905;2251.16207435884;0.22568308853487265;0.13074305983736398;0.1157;1.917
93;53.68691467179003;58.07452004017721;3.4821023779744573;107.00551302835107;106.8726306628743;11.451506928793359;2532.541976959996;0.27385109280810016;0.1881050313520964;0.11415;1.92
