;E_expect (kJ/mol);E_vac_expect (kJ/mol);Hvap_bootstrap (kJ/mol);Hvap_expect (kJ/mol);N_eff;Vol_bootstrap (mL/mol);Vol_expect (mL/mol);dE_expect (kJ/mol);dE_vac_expect (kJ/mol);dHvap_bootstrap (kJ/mol);dHvap_expect (kJ/mol);dVol_bootstrap (mL/mol);dVol_expect (mL/mol);epsilon values;rmin_half values
0;14190.637345778308;72.80268682936537;18.66942805861525;18.49710193619508;1178.4789315115006;138.32694523510037;138.6189114560235;6.596657999350348;0.12922313566368587;0.0;0.1318896251866225;0.0;0.09545402679119136;0.118;1.666
1;13567.291598122743;75.09817920195745;23.502610280327172;23.28737552529955;1146.4789369491991;124.53097958820518;124.77509076173016;6.647610987395584;0.12528473037797788;0.0;0.1280754286152709;0.0;0.06235805068962232;0.1102;1.747
2;11933.10944645862;80.53873654624886;35.40515367354879;35.26626587500049;1460.72116256679;108.8567351894411;108.88995459289532;6.008952622198354;0.12883761181136466;0.0;0.13106048378845686;0.0;0.02757259672633558;0.121;1.845
3;12011.316626370275;78.31015516526672;32.817562370688165;32.724676725937016;1251.9573760548478;110.63394798372472;110.662711372233;6.22886508949107;0.1256790407533056;0.0;0.1281249447264969;0.0;0.03379059473242002;0.123169898921;1.80998708165
4;12470.912551946838;85.47958104274389;38.235845856930816;38.05602234402531;3.619897844042627;107.46301676243651;107.65832605171155;50.97854908198604;0.14215107306510785;0.0;0.2485717773861368;0.0;0.3802895623078225;0.11415;1.908
5;12581.78795652803;85.35730005046562;37.6828385357476;37.49019662164328;5.999689559016383;107.907796472274;108.08517534887066;68.50205956581652;0.14153645115167635;0.0;0.30840409145323905;0.0;0.4410497347996866;0.1126;1.908
6;12442.35009801941;86.2072787917732;39.042662284468726;38.89800722253735;1.961493849805604;107.16381684216653;107.28888275469869;24.45723934309121;0.1451374949403975;0.0;0.17502970576732702;0.0;0.2348975596056876;0.1157;1.914
7;12630.727539176647;85.95045634860573;38.12199033904128;37.88761904927979;4.076595701863127;107.59891604928042;107.84299623131977;68.10772493760959;0.1437673838697881;0.0;0.3080384033295004;0.0;0.4561113872114954;0.1126;1.914
8;12526.774536521809;86.07902103535923;38.621022632904904;38.432031135094775;2.6236895593377807;107.29901215400392;107.4926156160785;44.45537850959954;0.14444718460813513;0.0;0.2290970999622992;0.0;0.3451188581249685;0.11415;1.914
9;12605.287903143251;85.65151072179228;37.90724931392458;37.69042037431642;4.9119092800034325;107.74053741676458;107.95777131522564;68.9098522762316;0.1426257068110407;0.0;0.3103533118803378;0.0;0.4537238556382162;0.1126;1.911
10;12378.475399911753;85.60157409947055;38.692960271147406;38.54779072822998;2.4865021130292795;107.24674329117701;107.39377815416134;30.65798075894208;0.14277530786123754;0.0;0.188210992955364;0.0;0.2777439148552989;0.1157;1.908
11;12497.603091838926;85.77690905096875;38.43320578102698;38.24659712564236;3.0495027202750467;107.37156291067544;107.56988089793946;47.89399434558894;0.14327220429265194;0.0;0.2392243319407149;0.0;0.3650769189498952;0.11415;1.911
12;12409.28564542171;85.9020100408102;38.870664464398395;38.72499137643861;2.1891933525520937;107.20047472131316;107.33745232425885;27.46618991633745;0.14392875050304266;0.0;0.18106836087468775;0.0;0.2566924047934363;0.1157;1.911
13;14190.637345785915;72.80268682936534;18.51244305565018;18.49710193616461;1178.4789313505378;138.33222860368008;138.6189114560218;6.596657999879778;0.12922313566368654;0.0;0.13188962518704686;0.0;0.09545402677570823;0.118;1.666
14;13567.291598107871;75.09817920195741;23.307630318142706;23.287375525358996;1146.4789367882154;124.61709703880535;124.77509076173227;6.647610989006723;0.12528473037797788;0.0;0.1280754286166089;0.0;0.06235805069395225;0.1102;1.747
15;11933.109446157683;80.53873654624886;35.24980919201199;35.2662658762041;1460.721160430684;108.95196456729343;108.8899545941861;6.008952627916815;0.1288376118113648;0.0;0.13106048379265195;0.0;0.027572596749191887;0.121;1.845
16;12011.31662664708;78.31015516526678;32.70685744933059;32.72467672483002;1251.9573738632616;110.68063938758877;110.66271137070751;6.228865090675199;0.12567904075330566;0.0;0.12812494472741806;0.0;0.033790594765692857;0.123169898921;1.80998708165
17;12268.175063691831;84.2617541681913;37.812716035512544;37.6491316184597;6.1176820589569925;107.68579753823994;107.79499964640092;43.705602931876356;0.13806171150977484;0.0;0.22276425414903767;0.0;0.32828125957982895;0.1157;1.894
18;12466.088707883078;83.73251065727277;36.66301852969135;36.3281074091289;18.67301661093595;109.45296316083198;109.04372882719747;50.382251889297095;0.1361253141566384;0.0;0.2431954823196921;0.0;0.23834027767482066;0.1126;1.8905
19;12362.032844822646;83.83755948847923;37.080006631958454;36.84944086236829;14.6610840651191;108.62406487610001;108.43808733007273;50.28151255975472;0.1365791764212391;0.0;0.24311635167572565;0.0;0.3028251151119091;0.11415;1.8905
20;12250.077664912613;83.94237109548789;37.5657576524495;37.402123433213355;8.437033963182499;107.89888184178871;107.9406200404398;44.658256051817894;0.1370405541122055;0.0;0.2251441134793246;0.0;0.31707524718489555;0.1157;1.8905
21;12487.964220231504;84.0452655400422;36.893177764720996;36.55338162291275;15.548398069955475;109.1947801968158;108.8320416180573;53.816927306743615;0.1370880874601726;0.0;0.2552123256137145;0.0;0.2775534657200701;0.1126;1.894
22;12378.250544803856;84.15363328120618;37.338473159882156;37.10066330244968;10.67959324194458;108.31982250502159;108.24554001077118;53.62177626136853;0.13757095861174512;0.0;0.2548146151226236;0.0;0.34240081174008513;0.11415;1.894
23;12235.867404491057;83.62903988584392;37.30162351172576;37.14561648246216;12.117449773009975;108.14917838386135;108.10678631225187;43.88577788661315;0.13607669729920727;0.0;0.22210865007263486;0.0;0.2933464320764331;0.1157;1.887
24;12444.787504359978;83.42568349584613;36.43464868630175;36.106463669177046;21.412817051189762;109.66037487710621;109.25553692245018;48.622676072861154;0.13521700485912835;0.0;0.23687607079905634;0.0;0.21196996589434186;0.1126;1.887
