;E_expect (kJ/mol);E_vac_expect (kJ/mol);Hvap_bootstrap (kJ/mol);Hvap_expect (kJ/mol);N_eff;Vol_bootstrap (mL/mol);Vol_expect (mL/mol);dE_expect (kJ/mol);dE_vac_expect (kJ/mol);dHvap_bootstrap (kJ/mol);dHvap_expect (kJ/mol);dVol_bootstrap (mL/mol);dVol_expect (mL/mol);epsilon values;rmin_half values
0;26594.27156889083;183.80770994940082;80.22480102108764;79.89043794968137;266.00000000007094;110.37101734323008;110.40320946697088;13.068691946460028;0.28167697450582;0.0;0.286486595371208;0.0;0.03647320438021323;0.112177820691;2.26019955072
1;14887.236993646875;103.47554141946227;46.227845391940726;46.38658966520516;1577.0000000013674;108.62203241788622;108.60177890725046;5.524603882184738;0.24611585741239844;0.0;0.2471059595456023;0.0;0.02036808876960811;0.0989536390631;2.03461350156
2;12735.449460317783;89.84930990684296;41.35466877629172;41.36749745299728;1.0262630642036747;108.70680682808224;108.70903539150629;1.2700343122450808;0.35865078018335805;0.0;0.35868675738160605;0.0;0.005697806376695298;0.1065;1.93
3;12693.653303996385;90.66764044027607;42.32086436970489;42.353013256438615;1.04378307870945;108.70551071043604;108.70265199919778;1.5758880167742266;0.343262404000063;0.0;0.34332027724699393;0.0;0.00616478503180169;0.109;1.935
4;12639.004475873491;90.10260559478857;41.986451270399584;42.00657353454175;1.0310436342131537;108.70557974665537;108.70452230543069;1.2928658829671973;0.35270440251431195;0.0;0.3527423132942699;0.0;0.0038807528683582884;0.109;1.93
5;12884.978259693136;90.13994590564602;41.042591110948614;41.060017558513934;1.0374748179812068;108.70973037310385;108.71592435179909;1.5602676524456411;0.3550673250380178;0.0;0.35512217091306153;0.0;0.013988162769938238;0.104;1.935
6;12941.372803503797;90.69922725601116;41.36512011428645;41.39372068758554;1.0450524998996809;108.70993078974449;108.71638030135315;1.906150198997844;0.3455995540704496;0.0;0.34568365063034723;0.0;0.01445710785663926;0.104;1.94
7;12752.063349161235;91.24753845256215;42.65508232174443;42.69927142897203;1.0637082114362435;108.70533323401787;108.69927668509004;1.9491657167028251;0.33415604185721165;0.0;0.33424698691631066;0.0;0.010360805887116957;0.109;1.94
8;12832.359487896949;89.59484817625147;40.71974291765623;40.7253949530527;1.0321922686590936;108.70960458465628;108.7155605047311;1.2862753800852127;0.36483209894880186;0.0;0.3648683769456471;0.0;0.013675617190298743;0.104;1.93
9;12846.638965958318;90.97396771828359;42.011673904562116;42.0473973427292;1.044772677798323;108.70691687806922;108.7080368429056;1.8885174225097296;0.3397516341792283;0.0;0.3398356027504044;0.0;0.006202933937768967;0.1065;1.94
10;12789.135771091986;90.40437790048263;41.683300207037476;41.707820235643794;1.0337212285467032;108.70685707097034;108.70871753371787;1.5476838557277668;0.34904290355687656;0.0;0.3490977996619802;0.0;0.0058116985545737035;0.1065;1.935
11;26594.271568933847;183.80770994940065;79.67116443909461;79.89043794950908;266.00000000007094;110.39223798989357;110.40320946697088;13.068691944682353;0.28167697450581203;0.0;0.28648659536990256;0.0;0.0364732043764292;0.112177820691;2.26019955072
12;14887.23699365348;103.47554141946243;46.577156106408154;46.3865896651789;1577.0000000013674;108.58540163889364;108.60177890724749;5.5246038826464465;0.2461158574123987;0.0;0.2471059595457677;0.0;0.020368088769587508;0.0989536390631;2.03461350156
13;12726.619366052366;93.63027727832024;45.20538203183948;45.18384097012482;3.1115162422518923;108.59176850509468;108.15687114829814;39.77807698586172;0.3008784393345556;0.0;0.3403594617066407;0.0;0.3675049731151082;0.1135;1.955
14;12864.413494331535;93.32550241846626;44.43994699889166;44.32784847586752;1.5318103198668704;108.67987138642128;108.56401259995035;15.114866321713198;0.3053476322661275;0.0;0.3112756393411061;0.0;0.13057000066698018;0.111;1.955
15;12567.325153490958;93.93407337908941;46.25762434599268;46.12488743774914;2.948099741058664;108.29178029688632;107.42898392506693;36.08952730309561;0.2966546150887181;0.0;0.32991396706843945;0.0;0.3594517200883556;0.116;1.955
16;12766.432183015117;94.29553898867336;45.71383545411992;45.689885705358144;4.384367083352466;108.46679029763544;107.81733915588457;42.99256480266379;0.2938171016506669;0.0;0.3404442113540975;0.0;0.4164464190125991;0.1135;1.96
17;12923.768668388415;93.97892705562408;44.82290627078002;44.743865916440384;2.0748150491823347;108.64826454644407;108.43035277262237;26.23047996420764;0.29803075593803524;0.0;0.3159603475803152;0.0;0.21953280590535;0.111;1.96
18;12683.46588963991;92.98247969311754;44.776676919492864;44.70863137151935;1.9600930997152095;108.65421902391554;108.41349543109823;27.40663854119457;0.3083903121172191;0.0;0.3272958395552202;0.0;0.24340281792743465;0.1135;1.95
19;12524.863153563347;93.27483018567163;45.63375242577146;45.63545834041689;3.8050438220330833;108.49303521965498;107.7646633798399;42.072617861188256;0.30392002911319155;0.0;0.3474033231545712;0.0;0.4497686409758285;0.116;1.95
20;12628.335171223527;94.61118333525332;46.97240657618599;46.5579793318515;2.1483133681763857;108.02710880549152;107.21107433372124;35.26271062894629;0.2898498412803455;0.0;0.3223480591832118;0.0;0.2414155219358081;0.116;1.96
21;12801.095404013828;92.68914023290432;44.0768633451449;43.94475164292889;1.2883323062773575;108.69404086217364;108.633405149428;8.121285263134979;0.3131033986295653;0.0;0.3147840889864763;0.0;0.07439457319492312;0.111;1.95
22;26594.271568962533;183.8077099494009;80.0532388193692;79.89043794939464;266.00000000007094;110.3624066722739;110.40320946697088;13.068691951838883;0.2816769745058143;0.0;0.2864865953751282;0.0;0.036473204375540906;0.112177820691;2.26019955072
23;14887.236993658962;103.47554141946222;46.281680982557276;46.38658966515675;1577.0000000013674;108.61554819391972;108.6017789072504;5.524603883287664;0.24611585741240274;0.0;0.2471059595460011;0.0;0.020368088769629283;0.0989536390631;2.03461350156
