;E_expect (kJ/mol);E_vac_expect (kJ/mol);Hvap_bootstrap (kJ/mol);Hvap_expect (kJ/mol);N_eff;Vol_bootstrap (mL/mol);Vol_expect (mL/mol);dE_expect (kJ/mol);dE_vac_expect (kJ/mol);dHvap_bootstrap (kJ/mol);dHvap_expect (kJ/mol);dVol_bootstrap (mL/mol);dVol_expect (mL/mol);epsilon values;rmin_half values
85;15556.079495883308;86.26935943266096;26.33777968429648;26.50250352392077;1.2367097474471966;133.9838998771107;133.69232878181728;28.39248657959681;0.1932799893903238;0.0;0.22417691017727606;0.0;0.07080798947554857;0.111;1.92
86;15582.649054394675;86.13079359005476;26.131272714591613;26.25765926751105;1.2287156817775533;134.06435602371056;133.69410856454016;27.600149437755817;0.192453906052984;0.0;0.2218711292330869;0.0;0.06883226535876301;0.1094;1.92
87;15439.775490455264;85.66855446496194;26.237798286673296;26.366915481283517;1.2792647659758936;134.08760981429242;133.68338472629378;32.38136367993606;0.1906831191777158;0.0;0.2305144147894931;0.0;0.08046222487699548;0.111;1.914
88;14190.658917864563;72.78610718442955;18.197475648749908;18.4804359627537;1178.000000001107;138.8978701063337;138.61930908519736;6.5966881851283015;0.18290660456464927;0.0;0.18480012664083112;0.0;0.09543509706624476;0.118;1.666
89;9858.232022575548;81.87301425777855;44.461378268500205;44.90078760982499;1746.9999999998895;102.20409691413191;101.61938268668541;5.311655476933696;0.1811413785901208;0.0;0.18238316255436296;0.0;0.018017284241951963;0.149885671264;1.84779306431
90;15059.559743840959;83.90969111638094;27.027421682587647;26.12891924290383;1.4753341614936772;136.37966620310323;133.6425555767897;47.38464390155053;0.18431296975817726;0.0;0.2643787862217777;0.0;0.11723109693185554;0.1126;1.894
91;15085.783519051223;84.33655306409821;27.354100739659142;26.450885896649677;1.4580624627792782;136.2599903895427;133.64446775881112;46.24992301620781;0.1859180596438286;0.0;0.2622792616681487;0.0;0.11520116973222284;0.11415;1.8975
92;15027.479956290344;84.01686404773956;27.25229575572295;26.364412104093123;1.4985476827371609;136.29110923208745;133.6348364859876;48.773571991036164;0.18481670196766628;0.0;0.2687359199556257;0.0;0.1220494031791346;0.11415;1.894
93;15145.788236786128;84.66234250146198;27.453683070314444;26.536655603561282;1.4203841325851736;136.22379700921485;133.65297778399258;43.70512425584358;0.18709385137436865;0.0;0.2560592031580272;0.0;0.10860888321872714;0.11415;1.901
94;15116.923844670358;84.22603437571644;27.129557591448126;26.21580530444125;1.4383391615093095;136.36090710601763;133.65042172030192;44.95444005532092;0.1853775644461816;0.0;0.25826201504866736;0.0;0.1111386900132502;0.1126;1.8975
95;15176.036586550515;84.54841603060723;27.229709713758588;26.301735258690254;1.4033965076883277;136.33876423793765;133.65768034567458;42.494942498617846;0.1865145173527963;0.0;0.2523505250705211;0.0;0.10508479167810976;0.1126;1.901
96;15054.354418138822;84.44681282773318;27.570616754057607;26.686862943399593;1.4815720647951185;136.10939607153557;133.63576018114722;47.66567866062274;0.1864697143306797;0.0;0.266689379739445;0.0;0.1206136761171409;0.1157;1.8975
97;15115.3885660329;84.77599954455044;27.66891896427083;26.771911981209325;1.4398040111441446;136.05304907923613;133.64652682683842;44.99702978880542;0.18768495670739904;0.0;0.26004108548733923;0.0;0.1129499119887112;0.1157;1.901
98;14994.9071054105;84.1237883964672;27.469807374922066;26.601629066172816;1.5276398565311369;136.15873284617658;133.6228579444045;50.34142067634552;0.18533102949331373;0.0;0.2736708403073589;0.0;0.12912342186584053;0.1157;1.894
99;14190.658917849214;72.78610718442953;18.52878280730312;18.480435962815065;1178.000000000907;138.4063192660035;138.6193090851634;6.596688183713088;0.18290660456464927;0.0;0.1848001266400228;0.0;0.09543509706763524;0.118;1.666
100;9858.232022577531;81.87301425777858;44.786511850829065;44.900787609817094;1746.9999999998895;101.65446762574777;101.61938268668379;5.31165547692684;0.18114137859012008;0.0;0.18238316255435905;0.0;0.018017284242033315;0.149885671264;1.84779306431
101;15477.837516388474;84.955825404791;37.26379971023068;25.501938039392208;1.2678015568232286;104.51782988769138;133.68613707816894;31.28238095702789;0.18727432491477705;0.0;0.22523114919363596;0.0;0.07755103171416962;0.1058;1.911
102;15358.777572618194;84.96103146106563;37.985863885131934;25.983384853953694;1.314298289171005;104.50721805408999;133.67640236773192;35.43442828975358;0.18769176152657935;0.0;0.2351973145147251;0.0;0.08769011257943925;0.1094;1.908
103;15531.427477653257;85.23856646024744;37.42284917369215;25.570318838991486;1.248089879569093;104.51246624498178;133.69020438534832;29.443428520134102;0.1883418379215024;0.0;0.22213350871615611;0.0;0.07314493526905126;0.1058;1.914
104;15445.170373920591;85.10140084434019;37.707596801403106;25.778182300733924;1.2793400010344247;104.51005826595673;133.68364281097928;32.35242945157296;0.18802199161229186;0.0;0.2282523701041991;0.0;0.08020868136756296;0.1076;1.911
105;15499.586368484062;85.38782621868663;37.869121683014356;25.846943264709765;1.258542126824984;104.50368915331607;133.68792119413163;30.44505252784037;0.18913394044838167;0.0;0.2249490321442922;0.0;0.07563376094243578;0.1076;1.914
106;15392.136222386147;84.81950026049815;37.545651151110455;25.708418768414067;1.3011457266268844;104.51569907982108;133.67923306426286;34.28023150807989;0.18696879507903547;0.0;0.2318609039114674;0.0;0.08481140108400056;0.1076;1.908
107;15467.869200890009;85.5366414847077;38.31394585983512;26.122627439313842;1.2693459658171855;104.4919552087042;133.68556271109873;31.462839236363425;0.18994545119388725;0.0;0.2278548628767659;0.0;0.0781666523024123;0.1094;1.914
108;15412.624366740407;85.24654592191176;38.15024613939299;26.053511668211566;1.2912816973604673;104.5002786913532;133.68105681727823;33.4391227985421;0.1887881698330302;0.0;0.23136934126113445;0.0;0.08291485852498415;0.1094;1.911
109;15425.61238240933;84.67755259871012;37.10446683664423;25.43256619212422;1.2884555128552264;104.52267903225031;133.68194998596687;33.14298353329966;0.1862635018032926;0.0;0.22862504213758394;0.0;0.08198695087425427;0.1058;1.908
110;14190.65891790426;72.78610718442953;18.553132696334732;18.48043596259488;1178.0000000009104;138.65928046902135;138.61930908516328;6.596688184620963;0.1829066045646488;0.0;0.18480012664054085;0.0;0.09543509706584406;0.118;1.666
